zoneID,repVoteshare,totalVotes
01001,74.07,23641.0
01003,75.96,81413.0
01005,50.73,11630.0
01007,73.15,8644.0
01009,85.27,24267.0
01011,25.75,5415.0
01013,56.7,9709.0
01015,66.45,49242.0
01017,54.26,14956.0
01019,75.99,9745.0
01021,79.17,17785.0
01023,53.73,7894.0
01025,55.8,13435.0
01027,73.9,6819.0
01029,81.7,6492.0
01031,74.6,20128.0
01033,60.3,24843.0
01035,50.3,6943.0
01037,58.83,5563.0
01039,79.34,15787.0
01041,69.03,6291.0
01043,83.13,35305.0
01045,72.49,19320.0
01047,32.71,20852.0
01049,76.04,24015.0
01051,75.64,34315.0
01053,64.38,14674.0
01055,69.39,44737.0
01057,74.69,7957.0
01059,69.88,11693.0
01061,81.53,11657.0
01063,16.58,5305.0
01065,39.11,8214.0
01067,64.92,8648.0
01069,70.53,41735.0
01071,68.84,20874.0
01073,47.44,318524.0
01075,77.05,7075.0
01077,64.36,38104.0
01079,64.24,14680.0
01081,59.99,54325.0
01083,71.22,33551.0
01085,24.92,7278.0
01087,12.87,10877.0
01089,57.56,152899.0
01091,48.21,11471.0
01093,78.58,12355.0
01095,78.52,33166.0
01097,54.4,181424.0
01099,55.13,11252.0
01101,40.34,104743.0
01103,72.16,50542.0
01105,27.36,6159.0
01107,54.19,10067.0
01109,57.65,13955.0
01111,70.08,10384.0
01113,46.33,18915.0
01115,81.95,34088.0
01117,77.0,90643.0
01119,24.75,7020.0
01121,59.34,34204.0
01123,68.39,19311.0
01125,58.06,78912.0
01127,73.63,28652.0
01129,64.83,8775.0
01131,28.83,6494.0
01133,82.18,10031.0
02013,NA,NA
02016,NA,NA
02020,NA,NA
02050,NA,NA
02060,NA,NA
02068,NA,NA
02070,NA,NA
02090,NA,NA
02100,NA,NA
02110,NA,NA
02122,NA,NA
02130,NA,NA
02150,NA,NA
02164,NA,NA
02170,NA,NA
02180,NA,NA
02185,NA,NA
02188,NA,NA
02201,NA,NA
02220,NA,NA
02232,NA,NA
02240,NA,NA
02261,NA,NA
02270,NA,NA
02280,NA,NA
02282,NA,NA
02290,NA,NA
04001,35.72,24262.0
04003,60.51,48820.0
04005,41.38,54344.0
04007,64.13,22333.0
04009,70.61,12007.0
04011,59.51,2913.0
04012,64.53,5552.0
04013,55.35,1364962.0
04015,66.74,67605.0
04017,55.92,35800.0
04019,46.93,393428.0
04021,57.31,104883.0
04023,34.22,13303.0
04025,62.39,99648.0
04027,56.98,43615.0
05001,61.51,6978.0
05003,64.5,8642.0
05005,66.28,19981.0
05007,68.66,76073.0
05009,70.45,15474.0
05011,57.38,4041.0
05013,67.91,2217.0
05015,59.32,10579.0
05017,41.05,5208.0
05019,51.92,9094.0
05021,57.47,5511.0
05023,72.96,11338.0
05025,72.9,3505.0
05027,62.25,9558.0
05029,59.83,8138.0
05031,62.57,30968.0
05033,73.71,20532.0
05035,42.55,18255.0
05037,63.0,7130.0
05039,54.43,3318.0
05041,43.76,4678.0
05043,59.77,6610.0
05045,62.91,41179.0
05047,70.24,6475.0
05049,59.77,4676.0
05051,62.79,43719.0
05053,76.28,6793.0
05055,65.39,13612.0
05057,59.83,7349.0
05059,62.7,11955.0
05061,62.87,4846.0
05063,69.12,12299.0
05065,64.05,5218.0
05067,58.55,5582.0
05069,36.59,29689.0
05071,61.87,8180.0
05073,59.79,2902.0
05075,61.09,5830.0
05077,39.12,3763.0
05079,59.51,4406.0
05081,64.94,5152.0
05083,70.06,7907.0
05085,74.29,23741.0
05087,64.94,6328.0
05089,65.49,7162.0
05091,67.06,15063.0
05093,51.13,14010.0
05095,52.06,3449.0
05097,68.41,3622.0
05099,58.31,3635.0
05101,68.65,3960.0
05103,55.53,9960.0
05105,66.98,4279.0
05107,35.23,8969.0
05109,71.46,3966.0
05111,64.13,7928.0
05113,73.66,7681.0
05115,72.17,22079.0
05117,67.96,3381.0
05119,44.14,161343.0
05121,59.42,6319.0
05123,41.66,9505.0
05125,70.93,44653.0
05127,72.61,3995.0
05129,73.94,3847.0
05131,67.68,43212.0
05133,70.77,4580.0
05135,65.06,7252.0
05137,68.86,5324.0
05139,63.3,17179.0
05141,66.53,6703.0
05143,56.67,68380.0
05145,74.3,26955.0
05147,46.07,2761.0
05149,65.53,6036.0
06001,19.64,621029.0
06003,37.39,692.0
06005,57.48,18810.0
06007,48.79,98325.0
06009,56.67,23306.0
06011,59.24,6429.0
06013,30.77,451650.0
06015,53.47,9531.0
06017,55.39,92926.0
06019,48.94,272289.0
06021,61.28,9879.0
06023,35.36,63727.0
06025,36.7,38820.0
06027,54.72,8533.0
06029,59.05,232850.0
06031,57.2,35108.0
06033,40.08,25542.0
06035,67.6,11387.0
06037,29.41,3318248.0
