zoneID,repVoteshare,totalVotes
01001,76.16,20081.0
01003,77.25,69320.0
01005,54.97,10777.0
01007,72.37,7600.0
01009,81.53,21504.0
01011,31.76,4717.0
01013,59.33,8416.0
01015,66.41,45249.0
01017,58.77,13032.0
01019,66.08,9049.0
01021,77.25,16693.0
01023,54.13,7227.0
01025,59.26,11394.0
01027,70.95,6576.0
01029,75.85,5798.0
01031,74.4,17616.0
01033,55.44,23935.0
01035,54.61,6021.0
01037,58.57,5001.0
01039,76.46,14627.0
01041,68.99,5500.0
01043,76.92,35191.0
01045,75.23,18231.0
01047,39.63,18573.0
01049,70.45,24169.0
01051,77.32,28680.0
01053,69.06,12395.0
01055,63.79,42680.0
01057,69.68,8002.0
01059,63.01,12269.0
01061,79.79,10520.0
01063,20.29,4748.0
01065,41.47,7945.0
01067,66.56,7361.0
01069,74.61,36201.0
01071,57.19,20321.0
01073,54.54,292967.0
01075,71.45,6885.0
01077,60.24,37107.0
01079,55.67,14001.0
01081,63.29,44610.0
01083,68.34,29073.0
01085,29.67,6021.0
01087,16.76,9407.0
01089,59.45,131062.0
01091,51.06,10322.0
01093,70.23,12875.0
01095,72.94,31491.0
01097,59.08,156771.0
01099,61.4,9534.0
01101,49.4,89650.0
01103,69.68,47007.0
01105,31.57,5523.0
01107,56.91,9132.0
01109,63.32,11883.0
01111,68.5,9001.0
01113,49.89,16809.0
01115,81.16,29161.0
01117,81.03,78906.0
01119,29.34,6433.0
01121,61.71,29898.0
01123,69.45,17952.0
01125,61.85,69830.0
01127,68.01,28367.0
01129,61.67,8247.0
01131,32.33,5682.0
01133,78.43,10423.0
02013,NA,NA
02016,NA,NA
02020,NA,NA
02050,NA,NA
02060,NA,NA
02068,NA,NA
02070,NA,NA
02090,NA,NA
02100,NA,NA
02110,NA,NA
02122,NA,NA
02130,NA,NA
02150,NA,NA
02164,NA,NA
02170,NA,NA
02180,NA,NA
02185,NA,NA
02188,NA,NA
02201,NA,NA
02220,NA,NA
02232,NA,NA
02240,NA,NA
02261,NA,NA
02270,NA,NA
02280,NA,NA
02282,NA,NA
02290,NA,NA
04001,34.87,24198.0
04003,60.26,44483.0
04005,43.51,52267.0
04007,59.75,20843.0
04009,70.1,10720.0
04011,62.36,3067.0
04012,63.07,5055.0
04013,57.37,1192751.0
04015,64.22,57807.0
04017,53.84,32343.0
04019,46.98,366907.0
04021,57.59,64622.0
04023,40.32,11668.0
04025,61.74,87389.0
04027,58.05,38465.0
05001,54.92,6946.0
05003,54.06,8512.0
05005,60.95,18530.0
05007,69.17,68121.0
05009,67.85,14777.0
05011,47.69,4249.0
05013,58.8,2299.0
05015,59.78,10481.0
05017,36.56,4757.0
05019,45.37,9211.0
05021,45.81,6096.0
05023,61.14,11761.0
05025,58.08,3496.0
05027,58.24,9909.0
05029,50.17,8084.0
05031,53.65,29801.0
05033,66.44,20401.0
05035,45.57,15300.0
05037,55.21,7074.0
05039,50.43,3388.0
05041,37.75,4647.0
05043,52.49,6249.0
05045,59.67,36686.0
05047,58.16,7289.0
05049,51.55,4955.0
05051,54.64,40154.0
05053,62.49,6770.0
05055,52.44,13955.0
05057,48.4,7452.0
05059,50.25,12065.0
05061,55.81,4943.0
05063,57.72,13011.0
05065,52.28,5493.0
05067,42.74,6219.0
05069,34.18,30493.0
05071,54.34,8044.0
05073,50.58,3191.0
05075,45.43,6615.0
05077,36.93,4080.0
05079,47.2,4109.0
05081,49.03,5294.0
05083,60.16,8551.0
05085,65.89,22030.0
05087,61.53,6384.0
05089,61.33,6867.0
05091,57.91,14678.0
05093,44.63,14153.0
05095,43.63,3667.0
05097,60.83,3958.0
05099,50.84,3477.0
05101,64.85,4378.0
05103,50.75,10650.0
05105,55.9,4431.0
05107,35.91,8868.0
05109,60.58,3367.0
05111,46.63,7723.0
05113,67.74,7799.0
05115,65.72,20902.0
05117,56.51,3624.0
05119,44.55,153620.0
05121,48.07,6667.0
05123,40.16,9588.0
05125,63.73,39376.0
05127,63.05,4038.0
05129,65.18,3992.0
05131,62.36,44211.0
05133,55.28,4601.0
05135,55.65,7470.0
05137,58.57,5549.0
05139,59.76,17832.0
05141,54.65,7374.0
