zcode,cntyfips,cntyname,state,statename,area,lat,lon,zpop,zinc,cpop,cinc,spop,sinc
NA,02185,North Slope Borough,02000,AK,88817.12,70.599509,-153.940111,,,7385.0,20540.0,626932.0,22660.0
NA,02188,Northwest Arctic Borough,02000,AK,35898.34,66.822031,-160.646404,,,7208.0,15286.0,626932.0,22660.0
NA,02201,Prince of Wales-Outer Ketchikan Census,02000,AK,7410.62,55.552229,-132.58473,,,6146.0,18395.0,626932.0,22660.0
NA,02220,Sitka Borough,02000,AK,2873.98,57.079871,-135.331757,,,8835.0,23622.0,626932.0,22660.0
NA,02232,Skagway-Hoonah-Angoon Census Area,02000,AK,7896.48,58.321676,-135.458953,,,3436.0,19974.0,626932.0,22660.0
NA,02240,Southeast Fairbanks Census Area,02000,AK,24814.86,63.607284,-143.910084,,,6174.0,16679.0,626932.0,22660.0
NA,02261,Valdez-Cordova Census Area,02000,AK,34319.1,61.458662,-145.325925,,,10195.0,23046.0,626932.0,22660.0
NA,02270,Wade Hampton Census Area,02000,AK,17193.5,62.084927,-163.736818,,,7028.0,8717.0,626932.0,22660.0
NA,02280,Wrangell-Petersburg Census Area,02000,AK,5834.94,56.71434,-133.073562,,,6684.0,23494.0,626932.0,22660.0
NA,02282,Yakutat,02000,AK,7650.46,59.793489,-140.271248,,,808.0,22579.0,626932.0,22660.0
NA,02290,Yukon-Koyukuk Census Area,02000,AK,145899.69,65.129566,-151.854704,,,6551.0,13720.0,626932.0,22660.0
NA,04001,Apache,04000,AZ,11204.88,35.645278,-109.44962,,,69423.0,8986.0,5130632.0,20275.0
NA,04003,Cochise,04000,AZ,6169.45,31.750272,-109.904319,,,117755.0,15988.0,5130632.0,20275.0
NA,04005,Coconino,04000,AZ,18617.42,35.77144,-111.511062,,,116320.0,17139.0,5130632.0,20275.0
NA,04007,Gila,04000,AZ,4767.7,33.714683,-110.977311,,,51335.0,16315.0,5130632.0,20275.0
NA,04009,Graham,04000,AZ,4629.32,32.865056,-109.816242,,,33489.0,12139.0,5130632.0,20275.0
NA,04011,Greenlee,04000,AZ,1847.0,33.068497,-109.273764,,,8547.0,15814.0,5130632.0,20275.0
NA,04012,La Paz,04000,AZ,4499.95,33.863604,-114.045079,,,19715.0,14916.0,5130632.0,20275.0
NA,04013,Maricopa,04000,AZ,9203.14,33.494514,-112.087906,,,3072149.0,22251.0,5130632.0,20275.0
NA,04015,Mohave,04000,AZ,13311.64,35.285985,-114.082709,,,155032.0,16788.0,5130632.0,20275.0
NA,04017,Navajo,04000,AZ,9953.18,35.406314,-110.256683,,,97470.0,11609.0,5130632.0,20275.0
NA,04019,Pima,04000,AZ,9186.27,32.17841,-111.088624,,,843746.0,19785.0,5130632.0,20275.0
NA,04021,Pinal,04000,AZ,5369.59,32.965668,-111.498113,,,179727.0,16025.0,5130632.0,20275.0
NA,04023,Santa Cruz,04000,AZ,1237.63,31.4819,-110.905734,,,38381.0,13278.0,5130632.0,20275.0
NA,04025,Yavapai,04000,AZ,8123.3,34.650332,-112.414707,,,167517.0,19727.0,5130632.0,20275.0
NA,04027,Yuma,04000,AZ,5514.09,32.684752,-114.388951,,,160026.0,14802.0,5130632.0,20275.0
NA,05001,Arkansas,05000,AR,988.49,34.359997,-91.429413,,,20749.0,16401.0,2673400.0,16904.0
NA,05003,Ashley,05000,AR,921.15,33.18542,-91.785346,,,24209.0,15702.0,2673400.0,16904.0
NA,05005,Baxter,05000,AR,554.36,36.3122,-92.354317,,,38386.0,16859.0,2673400.0,16904.0
NA,05007,Benton,05000,AR,845.99,36.354146,-94.246822,,,153406.0,19377.0,2673400.0,16904.0
NA,05009,Boone,05000,AR,591.18,36.285221,-93.065891,,,33948.0,16175.0,2673400.0,16904.0
NA,05011,Bradley,05000,AR,650.63,33.52092,-92.141138,,,12600.0,13895.0,2673400.0,16904.0
NA,05013,Calhoun,05000,AR,628.27,33.595502,-92.510135,,,5744.0,15555.0,2673400.0,16904.0
NA,05015,Carroll,05000,AR,630.27,36.364131,-93.566034,,,25357.0,16003.0,2673400.0,16904.0
NA,05017,Chicot,05000,AR,644.03,33.309088,-91.309446,,,14117.0,12825.0,2673400.0,16904.0
NA,05019,Clark,05000,AR,865.43,34.068954,-93.157703,,,23546.0,14533.0,2673400.0,16904.0
NA,05021,Clay,05000,AR,639.3,36.364388,-90.40057,,,17609.0,14512.0,2673400.0,16904.0
NA,05023,Cleburne,05000,AR,553.05,35.535227,-92.060882,,,24046.0,17250.0,2673400.0,16904.0
NA,05025,Cleveland,05000,AR,597.74,33.904731,-92.216337,,,8571.0,15362.0,2673400.0,16904.0
NA,05027,Columbia,05000,AR,766.11,33.249422,-93.229778,,,25603.0,15322.0,2673400.0,16904.0
NA,05029,Conway,05000,AR,556.15,35.207694,-92.713984,,,20336.0,16056.0,2673400.0,16904.0
NA,05031,Craighead,05000,AR,710.84,35.828198,-90.631993,,,82148.0,17091.0,2673400.0,16904.0
NA,05033,Crawford,05000,AR,595.39,35.523127,-94.26023,,,53247.0,15015.0,2673400.0,16904.0
NA,05035,Crittenden,05000,AR,610.17,35.197701,-90.2728,,,50866.0,14424.0,2673400.0,16904.0
NA,05037,Cross,05000,AR,615.85,35.279599,-90.786115,,,19526.0,15726.0,2673400.0,16904.0
NA,05039,Dallas,05000,AR,667.42,33.93813,-92.608187,,,9210.0,14610.0,2673400.0,16904.0
NA,05041,Desha,05000,AR,764.99,33.789358,-91.350302,,,15341.0,13446.0,2673400.0,16904.0
NA,05043,Drew,05000,AR,828.18,33.600602,-91.735642,,,18723.0,16264.0,2673400.0,16904.0
NA,05045,Faulkner,05000,AR,647.38,35.119477,-92.379944,,,86014.0,17988.0,2673400.0,16904.0
NA,05047,Franklin,05000,AR,609.55,35.47758,-93.884506,,,17771.0,14616.0,2673400.0,16904.0
NA,05049,Fulton,05000,AR,618.16,36.355003,-91.729311,,,11642.0,15712.0,2673400.0,16904.0
NA,05051,Garland,05000,AR,677.22,34.545307,-93.075894,,,88068.0,18631.0,2673400.0,16904.0
NA,05053,Grant,05000,AR,631.78,34.311031,-92.450809,,,16464.0,17547.0,2673400.0,16904.0
NA,05055,Greene,05000,AR,577.51,36.098211,-90.513709,,,37331.0,16403.0,2673400.0,16904.0
NA,05057,Hempstead,05000,AR,728.77,33.717614,-93.64793,,,23587.0,14103.0,2673400.0,16904.0
NA,05059,Hot Spring,05000,AR,614.93,34.33745,-92.891238,,,30353.0,15216.0,2673400.0,16904.0
NA,05061,Howard,05000,AR,587.42,34.050292,-93.964857,,,14300.0,15586.0,2673400.0,16904.0
NA,05063,Independence,05000,AR,763.78,35.757476,-91.587049,,,34233.0,16163.0,2673400.0,16904.0
NA,05065,Izard,05000,AR,580.68,36.139475,-91.874963,,,13249.0,14397.0,2673400.0,16904.0
NA,05067,Jackson,05000,AR,633.52,35.613258,-91.227582,,,18418.0,14564.0,2673400.0,16904.0
NA,05069,Jefferson,05000,AR,884.82,34.243795,-91.987152,,,84278.0,15417.0,2673400.0,16904.0
NA,05071,Johnson,05000,AR,662.17,35.498657,-93.484633,,,22781.0,15097.0,2673400.0,16904.0
NA,05073,Lafayette,05000,AR,526.5,33.272263,-93.563116,,,8559.0,14128.0,2673400.0,16904.0
NA,05075,Lawrence,05000,AR,586.57,36.070597,-91.071214,,,17774.0,13785.0,2673400.0,16904.0
NA,05077,Lee,05000,AR,601.66,34.780126,-90.76396,,,12580.0,10983.0,2673400.0,16904.0
NA,05079,Lincoln,05000,AR,561.2,33.978821,-91.709049,,,14492.0,12479.0,2673400.0,16904.0
NA,05081,Little River,05000,AR,531.73,33.697284,-94.220589,,,13628.0,15899.0,2673400.0,16904.0
NA,05083,Logan,05000,AR,709.87,35.220758,-93.755313,,,22486.0,14527.0,2673400.0,16904.0
NA,05085,Lonoke,05000,AR,765.96,34.77905,-91.912157,,,52828.0,17397.0,2673400.0,16904.0
NA,05087,Madison,05000,AR,836.81,36.031137,-93.730452,,,14243.0,14736.0,2673400.0,16904.0
NA,05089,Marion,05000,AR,597.7,36.291289,-92.681404,,,16140.0,14588.0,2673400.0,16904.0
NA,05091,Miller,05000,AR,623.98,33.384684,-93.968079,,,40443.0,16444.0,2673400.0,16904.0
NA,05093,Mississippi,05000,AR,898.25,35.806751,-90.030415,,,51979.0,13978.0,2673400.0,16904.0
NA,05095,Monroe,05000,AR,606.65,34.732843,-91.207816,,,10254.0,13096.0,2673400.0,16904.0
NA,05097,Montgomery,05000,AR,780.93,34.559133,-93.643872,,,9245.0,14668.0,2673400.0,16904.0
NA,05099,Nevada,05000,AR,619.95,33.689358,-93.327444,,,9955.0,14184.0,2673400.0,16904.0
NA,05101,Newton,05000,AR,822.97,35.967765,-93.188458,,,8608.0,13788.0,2673400.0,16904.0
NA,05103,Ouachita,05000,AR,732.45,33.574007,-92.861447,,,28790.0,15118.0,2673400.0,16904.0
NA,05105,Perry,05000,AR,550.94,34.982668,-92.86163,,,10209.0,16216.0,2673400.0,16904.0
NA,05107,Phillips,05000,AR,692.67,34.468372,-90.761973,,,26445.0,12288.0,2673400.0,16904.0
NA,05109,Pike,05000,AR,603.01,34.17731,-93.656805,,,11303.0,15385.0,2673400.0,16904.0
NA,05111,Poinsett,05000,AR,757.74,35.587012,-90.603918,,,25614.0,13087.0,2673400.0,16904.0
NA,05113,Polk,05000,AR,859.38,34.48549,-94.253631,,,20229.0,14063.0,2673400.0,16904.0
NA,05115,Pope,05000,AR,811.9,35.330478,-93.084446,,,54469.0,15918.0,2673400.0,16904.0
NA,05117,Prairie,05000,AR,645.93,34.807983,-91.534077,,,9539.0,15907.0,2673400.0,16904.0
NA,05119,Pulaski,05000,AR,770.82,34.766541,-92.294471,,,361474.0,21466.0,2673400.0,16904.0
NA,05121,Randolph,05000,AR,651.82,36.315472,-90.988939,,,18195.0,14502.0,2673400.0,16904.0
NA,05123,St. Francis,05000,AR,633.84,35.015874,-90.708841,,,29329.0,12483.0,2673400.0,16904.0
NA,05125,Saline,05000,AR,723.46,34.616381,-92.636449,,,83529.0,19214.0,2673400.0,16904.0
NA,05127,Scott,05000,AR,893.88,34.880858,-94.089691,,,10996.0,13609.0,2673400.0,16904.0
NA,05129,Searcy,05000,AR,667.15,35.920954,-92.688268,,,8261.0,12536.0,2673400.0,16904.0
NA,05131,Sebastian,05000,AR,536.24,35.293916,-94.351769,,,115071.0,18424.0,2673400.0,16904.0
NA,05133,Sevier,05000,AR,563.94,34.016649,-94.262899,,,15757.0,14122.0,2673400.0,16904.0
NA,05135,Sharp,05000,AR,604.35,36.190062,-91.498459,,,17119.0,14143.0,2673400.0,16904.0
NA,05137,Stone,05000,AR,606.59,35.874106,-92.169912,,,11499.0,14134.0,2673400.0,16904.0
NA,05139,Union,05000,AR,1038.9,33.207179,-92.612793,,,45629.0,16063.0,2673400.0,16904.0
NA,05141,Van Buren,05000,AR,711.51,35.565783,-92.414162,,,16192.0,16603.0,2673400.0,16904.0
NA,05143,Washington,05000,AR,949.72,36.051379,-94.198684,,,157715.0,17347.0,2673400.0,16904.0
NA,05145,White,05000,AR,1034.03,35.250106,-91.730562,,,67165.0,15890.0,2673400.0,16904.0
NA,05147,Woodruff,05000,AR,586.56,35.196189,-91.24409,,,8741.0,13269.0,2673400.0,16904.0
NA,05149,Yell,05000,AR,927.89,35.03851,-93.362084,,,21139.0,15383.0,2673400.0,16904.0
NA,06001,Alameda,06000,CA,737.57,37.716662,-122.096151,,,1443741.0,26680.0,33871648.0,22711.0
NA,06003,Alpine,06000,CA,738.62,38.632506,-119.888663,,,1208.0,24431.0,33871648.0,22711.0
NA,06005,Amador,06000,CA,592.97,38.428879,-120.715248,,,35100.0,22412.0,33871648.0,22711.0
NA,06007,Butte,06000,CA,1639.49,39.648354,-121.64631,,,203171.0,17517.0,33871648.0,22711.0
NA,06009,Calaveras,06000,CA,1020.04,38.167573,-120.557245,,,40554.0,21420.0,33871648.0,22711.0
NA,06011,Colusa,06000,CA,1150.68,39.187495,-122.152389,,,18804.0,14730.0,33871648.0,22711.0
NA,06013,Contra Costa,06000,CA,719.95,37.942423,-122.060886,,,948816.0,30615.0,33871648.0,22711.0
NA,06015,Del Norte,06000,CA,1007.81,41.735225,-124.113924,,,27507.0,14573.0,33871648.0,22711.0
NA,06017,El Dorado,06000,CA,1710.85,38.768651,-120.571902,,,156299.0,25560.0,33871648.0,22711.0
NA,06019,Fresno,06000,CA,5962.73,36.638374,-119.90347,,,799407.0,15495.0,33871648.0,22711.0
NA,06021,Glenn,06000,CA,1314.79,39.630023,-122.291407,,,26453.0,14069.0,33871648.0,22711.0
NA,06023,Humboldt,06000,CA,3572.49,40.747403,-123.988265,,,126518.0,17203.0,33871648.0,22711.0
NA,06025,Imperial,06000,CA,4174.73,32.963098,-115.487593,,,142361.0,13239.0,33871648.0,22711.0
NA,06027,Inyo,06000,CA,10203.1,36.709037,-117.693329,,,17945.0,19639.0,33871648.0,22711.0
NA,06029,Kern,06000,CA,8140.96,35.296023,-118.683344,,,661645.0,15760.0,33871648.0,22711.0
NA,06031,Kings,06000,CA,1390.99,36.155141,-119.811272,,,129461.0,15848.0,33871648.0,22711.0
NA,06033,Lake,06000,CA,1257.96,39.023264,-122.751791,,,58309.0,16825.0,33871648.0,22711.0
NA,06035,Lassen,06000,CA,4557.27,40.612365,-120.720234,,,33828.0,14749.0,33871648.0,22711.0
NA,06037,Los Angeles,06000,CA,4060.87,34.08851,-118.234216,,,9519338.0,20683.0,33871648.0,22711.0
NA,06039,Madera,06000,CA,2135.86,37.035073,-120.032438,,,123109.0,14682.0,33871648.0,22711.0
NA,06041,Marin,06000,CA,519.8,37.985723,-122.575951,,,247289.0,44962.0,33871648.0,22711.0
NA,06043,Mariposa,06000,CA,1451.12,37.595471,-120.003539,,,17130.0,18190.0,33871648.0,22711.0
NA,06045,Mendocino,06000,CA,3508.97,39.363102,-123.430217,,,86265.0,19443.0,33871648.0,22711.0
NA,06047,Merced,06000,CA,1928.69,37.245783,-120.674118,,,210554.0,14257.0,33871648.0,22711.0
NA,06049,Modoc,06000,CA,3944.1,41.52736,-120.790625,,,9449.0,17285.0,33871648.0,22711.0
NA,06051,Mono,06000,CA,3044.4,37.853807,-118.961375,,,12853.0,23422.0,33871648.0,22711.0
NA,06053,Monterey,06000,CA,3321.95,36.450732,-121.528953,,,401762.0,20165.0,33871648.0,22711.0
NA,06055,Napa,06000,CA,753.73,38.353762,-122.332133,,,124279.0,26395.0,33871648.0,22711.0
NA,06057,Nevada,06000,CA,957.61,39.270775,-120.814268,,,92033.0,24007.0,33871648.0,22711.0
NA,06059,Orange,06000,CA,789.4,33.731518,-117.861663,,,2846289.0,25826.0,33871648.0,22711.0
NA,06061,Placer,06000,CA,1404.37,38.971576,-120.947618,,,248399.0,27963.0,33871648.0,22711.0
NA,06063,Plumas,06000,CA,2553.69,40.020149,-120.851195,,,20824.0,19391.0,33871648.0,22711.0
NA,06065,Riverside,06000,CA,7207.37,33.783307,-116.803605,,,1545387.0,18689.0,33871648.0,22711.0
NA,06067,Sacramento,06000,CA,965.65,38.561106,-121.389266,,,1223499.0,21142.0,33871648.0,22711.0
NA,06069,San Benito,06000,CA,1389.06,36.745753,-121.288843,,,53234.0,20932.0,33871648.0,22711.0
NA,06071,San Bernardino,06000,CA,20052.5,34.392344,-116.982433,,,1709434.0,16856.0,33871648.0,22711.0
NA,06073,San Diego,06000,CA,4199.89,32.904616,-117.062993,,,2813833.0,22926.0,33871648.0,22711.0
NA,06075,San Francisco,06000,CA,46.69,37.759881,-122.437392,,,776733.0,34556.0,33871648.0,22711.0
NA,06077,San Joaquin,06000,CA,1399.28,37.945959,-121.281307,,,563598.0,17365.0,33871648.0,22711.0
NA,06079,San Luis Obispo,06000,CA,3304.32,35.373909,-120.58746,,,246681.0,21864.0,33871648.0,22711.0
NA,06081,San Mateo,06000,CA,449.07,37.531037,-122.331932,,,707161.0,36045.0,33871648.0,22711.0
NA,06083,Santa Barbara,06000,CA,2737.01,34.649384,-120.071425,,,399347.0,23059.0,33871648.0,22711.0
NA,06085,Santa Clara,06000,CA,1290.69,37.306509,-121.912818,,,1682585.0,32795.0,33871648.0,22711.0
NA,06087,Santa Cruz,06000,CA,445.24,37.002349,-121.973761,,,255602.0,26396.0,33871648.0,22711.0
NA,06089,Shasta,06000,CA,3785.19,40.688705,-122.121202,,,163256.0,17738.0,33871648.0,22711.0
NA,06091,Sierra,06000,CA,953.38,39.582063,-120.534038,,,3555.0,18815.0,33871648.0,22711.0
NA,06093,Siskiyou,06000,CA,6286.78,41.614943,-122.502816,,,44301.0,17570.0,33871648.0,22711.0
NA,06095,Solano,06000,CA,829.19,38.235934,-122.051826,,,394542.0,21731.0,33871648.0,22711.0
NA,06097,Sonoma,06000,CA,1575.88,38.440089,-122.768624,,,458614.0,25724.0,33871648.0,22711.0
NA,06099,Stanislaus,06000,CA,1493.79,37.613805,-120.9588,,,446997.0,16913.0,33871648.0,22711.0
NA,06101,Sutter,06000,CA,602.54,39.076193,-121.658159,,,78930.0,17428.0,33871648.0,22711.0
NA,06103,Tehama,06000,CA,2950.99,40.123054,-122.13534,,,56039.0,15793.0,33871648.0,22711.0
NA,06105,Trinity,06000,CA,3178.61,40.667129,-123.070397,,,13022.0,16868.0,33871648.0,22711.0
NA,06107,Tulare,06000,CA,4823.97,36.234647,-119.166093,,,368021.0,14006.0,33871648.0,22711.0
NA,06109,Tuolumne,06000,CA,2235.41,37.981845,-120.232775,,,54501.0,21015.0,33871648.0,22711.0
NA,06111,Ventura,06000,CA,1845.3,34.277048,-119.045326,,,753197.0,24600.0,33871648.0,22711.0
NA,06113,Yolo,06000,CA,1013.27,38.634155,-121.775709,,,168660.0,19365.0,33871648.0,22711.0
NA,06115,Yuba,06000,CA,630.69,39.207758,-121.422281,,,60219.0,14124.0,33871648.0,22711.0
NA,08001,Adams,08000,CO,1191.93,39.866716,-104.869954,,,363857.0,19944.0,4301261.0,24049.0
NA,08003,Alamosa,08000,CO,722.74,37.509886,-105.803012,,,14966.0,15037.0,4301261.0,24049.0
NA,08005,Arapahoe,08000,CO,803.14,39.641904,-104.841455,,,487967.0,28147.0,4301261.0,24049.0
NA,08007,Archuleta,08000,CO,1350.22,37.215642,-107.112531,,,9898.0,21683.0,4301261.0,24049.0
NA,08009,Baca,08000,CO,2555.72,37.348968,-102.534136,,,4517.0,15068.0,4301261.0,24049.0
