zoneID,totalPop,earningPop,earningPop1,earningPop2,earningPop3,earningPop4,earningPop5,earningPop6,earningPop7,earningPop8,earningPop9,earningPop10,earningPop11,earningPop12,earningPop13,earningPop14,earningPop15,earningPop16,earningPop17,earningPop18,earningPop19,earningPop20
01039,37631.0,17869.0,1387.0,1106.0,1046.0,1142.0,1621.0,1049.0,1263.0,974.0,1420.0,640.0,1626.0,1037.0,948.0,677.0,445.0,384.0,360.0,208.0,249.0,287.0
01041,13665.0,6211.0,465.0,333.0,357.0,363.0,540.0,389.0,592.0,320.0,392.0,297.0,616.0,481.0,366.0,246.0,125.0,78.0,78.0,46.0,60.0,67.0
01043,77483.0,39519.0,2686.0,1985.0,2151.0,1926.0,2984.0,2121.0,3015.0,1973.0,2700.0,1808.0,3632.0,3261.0,2586.0,1726.0,948.0,1075.0,1034.0,572.0,537.0,799.0
01045,49129.0,24775.0,1596.0,1330.0,1419.0,1284.0,1861.0,1653.0,1773.0,1396.0,1761.0,1050.0,2547.0,1718.0,1463.0,1089.0,678.0,645.0,750.0,300.0,274.0,188.0
01047,46365.0,18231.0,1468.0,1069.0,912.0,918.0,1620.0,1237.0,1480.0,880.0,1147.0,703.0,1349.0,1329.0,1178.0,590.0,522.0,500.0,410.0,257.0,335.0,327.0
01049,64452.0,32961.0,2184.0,1704.0,1853.0,1777.0,2911.0,1757.0,2741.0,2217.0,2537.0,1432.0,3079.0,2619.0,2025.0,1235.0,579.0,657.0,600.0,293.0,357.0,404.0
01051,65874.0,33576.0,2369.0,1669.0,1640.0,1274.0,2175.0,1654.0,1962.0,1397.0,2491.0,1445.0,3429.0,3016.0,2256.0,1693.0,1001.0,964.0,1155.0,557.0,728.0,701.0
01053,38440.0,17206.0,1447.0,1123.0,975.0,985.0,1708.0,1010.0,1276.0,728.0,1113.0,642.0,1399.0,1108.0,941.0,737.0,460.0,441.0,419.0,160.0,290.0,244.0
01055,103459.0,50027.0,3840.0,2774.0,2860.0,2656.0,4138.0,2741.0,3515.0,2267.0,3338.0,1827.0,4002.0,3688.0,3136.0,2464.0,1506.0,1604.0,1360.0,711.0,680.0,920.0
01057,18495.0,8733.0,684.0,540.0,471.0,444.0,691.0,412.0,600.0,531.0,598.0,428.0,1041.0,722.0,419.0,319.0,196.0,184.0,195.0,86.0,133.0,39.0
01059,31223.0,15213.0,1082.0,782.0,925.0,918.0,1159.0,986.0,1389.0,1180.0,1146.0,583.0,1233.0,1066.0,840.0,524.0,280.0,304.0,230.0,219.0,163.0,204.0
01061,25764.0,12252.0,719.0,630.0,807.0,704.0,1111.0,785.0,1106.0,773.0,992.0,509.0,1162.0,900.0,629.0,430.0,230.0,200.0,194.0,101.0,109.0,161.0
01063,9974.0,3891.0,409.0,233.0,259.0,233.0,369.0,262.0,348.0,211.0,300.0,118.0,286.0,190.0,204.0,118.0,54.0,67.0,83.0,26.0,37.0,84.0
01065,17185.0,6987.0,521.0,365.0,408.0,362.0,733.0,439.0,527.0,426.0,456.0,283.0,647.0,403.0,431.0,255.0,147.0,135.0,191.0,116.0,92.0,50.0
01067,16310.0,7772.0,527.0,366.0,423.0,521.0,636.0,497.0,572.0,303.0,733.0,316.0,698.0,550.0,421.0,262.0,200.0,209.0,168.0,111.0,165.0,94.0
01069,88787.0,46099.0,3080.0,2213.0,2480.0,2317.0,3843.0,2623.0,2916.0,2317.0,3218.0,1825.0,3867.0,3544.0,2694.0,2027.0,1149.0,1418.0,1372.0,908.0,1005.0,1283.0
01071,53926.0,28281.0,2112.0,1523.0,1400.0,1498.0,2053.0,1677.0,1822.0,1667.0,2381.0,1257.0,2775.0,2137.0,1809.0,1125.0,593.0,585.0,750.0,443.0,317.0,357.0
01073,662047.0,341279.0,23208.0,16988.0,17455.0,13873.0,20333.0,14473.0,19747.0,15736.0,22324.0,13276.0,31317.0,28388.0,22914.0,18010.0,11324.0,11267.0,11820.0,7618.0,9279.0,11929.0
01075,15904.0,7679.0,612.0,488.0,455.0,522.0,605.0,376.0,537.0,441.0,548.0,309.0,680.0,689.0,475.0,356.0,167.0,89.0,132.0,54.0,108.0,36.0
01077,87966.0,44916.0,3805.0,2696.0,2857.0,2445.0,3197.0,2271.0,3053.0,2267.0,2986.0,1564.0,3421.0,2937.0,2447.0,1836.0,1287.0,1391.0,1423.0,1071.0,1043.0,919.0
01079,34803.0,16919.0,1427.0,865.0,963.0,708.0,1290.0,891.0,1239.0,784.0,1113.0,558.0,1636.0,1197.0,904.0,720.0,503.0,680.0,637.0,259.0,351.0,194.0
01081,115092.0,67302.0,8715.0,6398.0,5013.0,3364.0,4062.0,2662.0,3936.0,2521.0,4118.0,2237.0,5186.0,4077.0,3699.0,2587.0,1646.0,1864.0,1773.0,1023.0,1213.0,1208.0
01083,65676.0,33372.0,2136.0,1681.0,1599.0,1661.0,2693.0,1654.0,2319.0,1525.0,1831.0,1123.0,2675.0,2356.0,2080.0,1738.0,1167.0,1373.0,1291.0,907.0,970.0,593.0
01085,13473.0,5459.0,445.0,299.0,309.0,339.0,509.0,371.0,457.0,395.0,406.0,202.0,455.0,314.0,317.0,173.0,92.0,76.0,77.0,76.0,56.0,91.0
01087,24105.0,10762.0,1221.0,1133.0,905.0,646.0,970.0,539.0,680.0,561.0,651.0,403.0,761.0,728.0,479.0,238.0,190.0,174.0,123.0,70.0,184.0,106.0
01089,276700.0,155097.0,11260.0,7836.0,7821.0,6620.0,10135.0,6748.0,8322.0,6319.0,9145.0,4839.0,12103.0,10454.0,8145.0,7850.0,5018.0,5438.0,8092.0,6307.0,7462.0,5183.0
01091,22539.0,9475.0,747.0,502.0,602.0,434.0,864.0,548.0,575.0,460.0,551.0,353.0,736.0,584.0,615.0,412.0,236.0,250.0,323.0,207.0,268.0,208.0
01093,31214.0,15144.0,942.0,703.0,933.0,920.0,1284.0,916.0,1226.0,932.0,1208.0,715.0,1539.0,1026.0,812.0,604.0,319.0,282.0,270.0,148.0,154.0,211.0
01095,82231.0,41242.0,2788.0,2207.0,2269.0,2107.0,2968.0,2418.0,3329.0,2119.0,2979.0,1490.0,3797.0,3548.0,2274.0,1701.0,770.0,1110.0,1137.0,610.0,930.0,691.0
01097,399843.0,194178.0,14603.0,11176.0,11754.0,10111.0,14994.0,10129.0,12668.0,8564.0,12304.0,7367.0,17050.0,14403.0,12107.0,8364.0,5480.0,6027.0,6009.0,3172.0,3702.0,4194.0
01099,24324.0,10607.0,920.0,502.0,482.0,521.0,989.0,601.0,699.0,557.0,746.0,381.0,896.0,786.0,557.0,556.0,223.0,293.0,269.0,262.0,208.0,159.0
01101,223510.0,117883.0,8903.0,6238.0,6607.0,5913.0,8233.0,5597.0,7353.0,5444.0,7546.0,4887.0,11285.0,8822.0,7487.0,4841.0,3238.0,3530.0,3571.0,2301.0,3014.0,3073.0
01103,111064.0,57813.0,4092.0,2927.0,2976.0,2782.0,4366.0,2958.0,3994.0,2330.0,3483.0,1816.0,4762.0,3886.0,3456.0,2811.0,1903.0,2196.0,2482.0,1648.0,1627.0,1318.0
01105,11861.0,4449.0,459.0,339.0,225.0,294.0,484.0,336.0,324.0,240.0,270.0,123.0,346.0,242.0,262.0,118.0,85.0,79.0,83.0,63.0,36.0,41.0
01107,20949.0,8965.0,664.0,538.0,546.0,494.0,694.0,538.0,661.0,467.0,605.0,444.0,818.0,606.0,515.0,374.0,247.0,253.0,200.0,89.0,74.0,138.0
01109,29605.0,15001.0,1603.0,1035.0,946.0,819.0,1400.0,1047.0,1111.0,795.0,991.0,503.0,1363.0,830.0,765.0,411.0,266.0,248.0,213.0,108.0,208.0,339.0
01111,22380.0,10332.0,672.0,614.0,753.0,567.0,804.0,575.0,922.0,507.0,837.0,435.0,1170.0,588.0,646.0,433.0,170.0,183.0,235.0,85.0,41.0,95.0
01113,49756.0,23466.0,1841.0,1226.0,1327.0,957.0,1864.0,1312.0,1629.0,1200.0,2086.0,1134.0,2513.0,1760.0,1414.0,993.0,471.0,583.0,496.0,232.0,203.0,225.0
01115,64742.0,32844.0,2341.0,1474.0,1589.0,1233.0,2283.0,1309.0,1715.0,1825.0,2268.0,1275.0,3389.0,3100.0,2303.0,1779.0,1066.0,1122.0,964.0,605.0,596.0,608.0
01117,143293.0,81850.0,4913.0,3392.0,3236.0,2676.0,3941.0,2551.0,3140.0,2439.0,4156.0,2639.0,6817.0,6520.0,5760.0,5007.0,3138.0,3468.0,4425.0,3580.0,4795.0,5257.0
01119,14798.0,5952.0,586.0,436.0,508.0,379.0,625.0,494.0,444.0,288.0,299.0,229.0,437.0,335.0,210.0,186.0,88.0,112.0,113.0,60.0,47.0,76.0
01121,80321.0,37278.0,2694.0,1853.0,1949.0,1884.0,2943.0,1870.0,2696.0,1992.0,2912.0,1239.0,3585.0,3073.0,2434.0,1708.0,1013.0,957.0,989.0,521.0,507.0,459.0
01123,41475.0,20110.0,1291.0,852.0,1040.0,1053.0,1656.0,1047.0,1821.0,1445.0,1638.0,966.0,1711.0,1362.0,1020.0,867.0,476.0,497.0,363.0,251.0,309.0,445.0
01125,164875.0,88962.0,9211.0,6246.0,6042.0,4353.0,6001.0,3755.0,5485.0,3462.0,4970.0,3221.0,7139.0,6148.0,5146.0,3844.0,2689.0,2654.0,2903.0,1744.0,1937.0,2012.0
01127,70713.0,32243.0,2326.0,1711.0,1893.0,1687.0,2474.0,1680.0,2325.0,1719.0,2398.0,1308.0,2699.0,2315.0,1959.0,1333.0,887.0,1048.0,933.0,567.0,519.0,462.0
01129,18097.0,7896.0,696.0,441.0,412.0,383.0,578.0,464.0,529.0,337.0,430.0,312.0,692.0,553.0,598.0,316.0,153.0,333.0,354.0,175.0,85.0,55.0
01131,13183.0,4304.0,434.0,317.0,340.0,246.0,421.0,240.0,308.0,253.0,236.0,119.0,344.0,284.0,202.0,156.0,85.0,79.0,86.0,31.0,67.0,56.0
01133,24843.0,12258.0,835.0,518.0,705.0,801.0,1135.0,886.0,1028.0,811.0,1002.0,514.0,920.0,787.0,729.0,388.0,176.0,119.0,349.0,131.0,175.0,249.0
02013,2697.0,1915.0,121.0,100.0,164.0,123.0,97.0,223.0,157.0,135.0,116.0,37.0,109.0,215.0,64.0,65.0,22.0,34.0,33.0,25.0,33.0,42.0
02016,5465.0,3979.0,123.0,140.0,128.0,118.0,221.0,351.0,457.0,161.0,179.0,208.0,337.0,316.0,186.0,175.0,169.0,204.0,145.0,147.0,153.0,61.0
02020,260283.0,155465.0,9509.0,6392.0,6840.0,5382.0,8137.0,4983.0,7303.0,5305.0,8738.0,6182.0,13259.0,12500.0,10569.0,9254.0,6730.0,7295.0,9226.0,5538.0,6336.0,5987.0
02050,16006.0,7505.0,1351.0,758.0,615.0,373.0,461.0,297.0,344.0,280.0,282.0,195.0,368.0,435.0,353.0,229.0,259.0,246.0,279.0,144.0,139.0,97.0
02060,1258.0,787.0,50.0,47.0,52.0,21.0,30.0,22.0,34.0,26.0,49.0,28.0,62.0,36.0,93.0,51.0,35.0,51.0,33.0,39.0,24.0,4.0
02068,1893.0,1241.0,93.0,62.0,64.0,36.0,62.0,49.0,68.0,31.0,74.0,36.0,72.0,103.0,65.0,65.0,40.0,34.0,87.0,83.0,78.0,39.0
02070,4922.0,2435.0,305.0,218.0,167.0,98.0,140.0,80.0,97.0,76.0,120.0,84.0,138.0,156.0,156.0,98.0,122.0,84.0,112.0,60.0,86.0,38.0
02090,82840.0,49034.0,3244.0,2559.0,2667.0,1972.0,2655.0,2043.0,2661.0,1893.0,3044.0,2001.0,4268.0,3560.0,3003.0,2744.0,1900.0,2382.0,2443.0,1460.0,1549.0,986.0
02100,2392.0,1372.0,175.0,114.0,74.0,45.0,91.0,42.0,107.0,54.0,59.0,49.0,91.0,80.0,77.0,83.0,37.0,43.0,50.0,34.0,37.0,30.0
02110,30711.0,19209.0,1114.0,806.0,778.0,580.0,1016.0,472.0,738.0,595.0,980.0,718.0,1712.0,1725.0,1405.0,1232.0,905.0,1043.0,1274.0,737.0,893.0,486.0
02122,49691.0,26868.0,2580.0,1775.0,1619.0,1283.0,1644.0,1011.0,1139.0,858.0,1424.0,875.0,1843.0,1685.0,1481.0,1161.0,1019.0,1059.0,1380.0,899.0,1210.0,923.0
02130,14070.0,8611.0,661.0,395.0,541.0,247.0,452.0,269.0,399.0,298.0,507.0,347.0,651.0,730.0,637.0,422.0,400.0,442.0,494.0,220.0,298.0,201.0
02150,13913.0,8170.0,513.0,435.0,395.0,327.0,532.0,449.0,584.0,242.0,457.0,311.0,605.0,575.0,521.0,380.0,293.0,401.0,382.0,201.0,322.0,245.0
02164,1823.0,943.0,143.0,92.0,80.0,43.0,68.0,51.0,41.0,29.0,38.0,22.0,39.0,62.0,79.0,31.0,23.0,22.0,26.0,17.0,17.0,20.0
02170,59322.0,31347.0,2846.0,1808.0,1788.0,1336.0,1996.0,973.0,1375.0,867.0,1572.0,1003.0,2237.0,1930.0,1896.0,1680.0,1385.0,1367.0,1915.0,1132.0,1200.0,1041.0
02180,9196.0,4347.0,542.0,316.0,348.0,172.0,317.0,162.0,214.0,126.0,201.0,128.0,241.0,339.0,194.0,219.0,159.0,190.0,161.0,116.0,146.0,56.0
02185,7385.0,3805.0,350.0,188.0,192.0,123.0,154.0,116.0,123.0,83.0,169.0,94.0,202.0,284.0,227.0,249.0,255.0,197.0,247.0,257.0,204.0,91.0
02188,7208.0,3249.0,357.0,274.0,180.0,134.0,179.0,82.0,125.0,126.0,170.0,91.0,209.0,209.0,211.0,152.0,109.0,164.0,165.0,121.0,154.0,37.0
02201,6146.0,3541.0,334.0,206.0,287.0,164.0,259.0,113.0,189.0,128.0,238.0,139.0,209.0,251.0,223.0,181.0,135.0,150.0,139.0,71.0,79.0,46.0
02220,8835.0,5432.0,472.0,288.0,305.0,225.0,275.0,219.0,268.0,166.0,304.0,150.0,451.0,433.0,393.0,324.0,227.0,190.0,297.0,108.0,171.0,166.0
02232,3436.0,2043.0,204.0,138.0,159.0,78.0,147.0,51.0,100.0,74.0,148.0,83.0,131.0,171.0,103.0,80.0,67.0,69.0,98.0,46.0,61.0,35.0
02240,6174.0,2974.0,344.0,227.0,206.0,132.0,175.0,104.0,128.0,104.0,199.0,128.0,193.0,178.0,138.0,139.0,119.0,148.0,123.0,57.0,83.0,49.0
02261,10195.0,5930.0,564.0,388.0,315.0,227.0,321.0,227.0,307.0,172.0,315.0,170.0,342.0,399.0,313.0,313.0,204.0,207.0,398.0,209.0,284.0,255.0
02270,7028.0,2832.0,697.0,347.0,225.0,151.0,262.0,121.0,167.0,96.0,118.0,64.0,136.0,91.0,99.0,78.0,28.0,55.0,44.0,21.0,27.0,5.0
02280,6684.0,3916.0,338.0,241.0,237.0,152.0,286.0,136.0,274.0,106.0,124.0,95.0,312.0,331.0,281.0,203.0,121.0,210.0,160.0,79.0,107.0,123.0
02282,808.0,553.0,42.0,31.0,48.0,21.0,32.0,25.0,26.0,26.0,15.0,31.0,35.0,28.0,51.0,48.0,40.0,12.0,19.0,8.0,10.0,5.0
02290,6551.0,3264.0,510.0,335.0,305.0,182.0,211.0,116.0,242.0,116.0,153.0,81.0,189.0,144.0,121.0,132.0,97.0,78.0,110.0,38.0,69.0,35.0
04001,69423.0,24322.0,3155.0,1934.0,1663.0,1353.0,2081.0,1231.0,1542.0,988.0,1492.0,1158.0,2118.0,1590.0,1046.0,800.0,531.0,521.0,448.0,254.0,240.0,177.0
04003,117755.0,55663.0,5396.0,3440.0,3461.0,3288.0,4682.0,2715.0,3588.0,2534.0,3309.0,2019.0,4992.0,3882.0,3009.0,2219.0,1321.0,1539.0,1677.0,1041.0,856.0,695.0
04005,116320.0,65760.0,6195.0,4901.0,4882.0,3615.0,5156.0,3190.0,3774.0,2555.0,3606.0,2464.0,5579.0,4666.0,3313.0,2738.0,1788.0,1896.0,2031.0,1135.0,1156.0,1120.0
04007,51335.0,21723.0,2171.0,1371.0,1341.0,1194.0,1817.0,1067.0,1324.0,910.0,1301.0,871.0,1937.0,1320.0,1105.0,995.0,645.0,707.0,579.0,323.0,344.0,401.0
04009,33489.0,14557.0,1917.0,1225.0,1183.0,676.0,1334.0,861.0,737.0,538.0,686.0,484.0,945.0,971.0,1072.0,495.0,357.0,318.0,263.0,117.0,151.0,227.0
04011,8547.0,3965.0,355.0,257.0,183.0,149.0,194.0,173.0,162.0,78.0,162.0,99.0,282.0,359.0,458.0,421.0,187.0,126.0,168.0,69.0,57.0,26.0
04012,19715.0,7939.0,628.0,583.0,614.0,561.0,612.0,566.0,544.0,398.0,482.0,354.0,613.0,449.0,332.0,338.0,179.0,216.0,213.0,99.0,84.0,74.0
04013,3072149.0,1624882.0,91945.0,72770.0,78571.0,65297.0,104406.0,65105.0,91744.0,68889.0,102141.0,65145.0,147958.0,130664.0,104558.0,86757.0,55973.0,60653.0,66869.0,43876.0,56842.0,64719.0
04015,155032.0,70606.0,5362.0,4168.0,4257.0,3588.0,6675.0,4830.0,5890.0,3896.0,4931.0,2905.0,5803.0,4455.0,3849.0,2378.0,1341.0,1442.0,1691.0,1142.0,1010.0,993.0
04017,97470.0,38618.0,4481.0,3024.0,2770.0,1931.0,2923.0,2113.0,2558.0,1974.0,2350.0,1491.0,2842.0,2419.0,1902.0,1255.0,993.0,931.0,995.0,569.0,700.0,397.0
04019,843746.0,439699.0,34847.0,26864.0,26850.0,22324.0,33294.0,21554.0,28461.0,20494.0,29050.0,17749.0,36983.0,30227.0,23466.0,18459.0,12667.0,12333.0,13003.0,8521.0,10955.0,11598.0
04021,179727.0,76907.0,6802.0,4567.0,4556.0,3837.0,5564.0,3728.0,5018.0,3798.0,4998.0,2972.0,6889.0,5760.0,5057.0,3607.0,2138.0,2178.0,2049.0,1074.0,1252.0,1063.0
04023,38381.0,15760.0,1349.0,968.0,834.0,1121.0,1329.0,1057.0,1188.0,849.0,1121.0,664.0,1271.0,937.0,531.0,449.0,403.0,428.0,421.0,223.0,238.0,379.0
04025,167517.0,79252.0,7233.0,4796.0,4866.0,4518.0,6699.0,4132.0,5111.0,3922.0,4930.0,3385.0,6746.0,5409.0,4003.0,2939.0,1908.0,1798.0,1999.0,1285.0,1580.0,1993.0
04027,160026.0,68263.0,5865.0,4239.0,5402.0,4153.0,6637.0,4862.0,4836.0,3388.0,4025.0,2636.0,5242.0,3870.0,3285.0,2194.0,1589.0,1393.0,1580.0,1029.0,1004.0,1034.0
05001,20749.0,10699.0,849.0,571.0,706.0,515.0,775.0,549.0,732.0,695.0,852.0,412.0,1179.0,895.0,493.0,363.0,219.0,270.0,240.0,104.0,114.0,166.0
05003,24209.0,11236.0,965.0,596.0,645.0,638.0,781.0,637.0,656.0,540.0,672.0,396.0,900.0,840.0,766.0,576.0,351.0,380.0,304.0,259.0,172.0,162.0
05005,38386.0,16718.0,1082.0,987.0,1121.0,1140.0,1569.0,1282.0,1515.0,934.0,1182.0,676.0,1564.0,953.0,630.0,478.0,285.0,362.0,199.0,197.0,250.0,312.0
05007,153406.0,80560.0,5348.0,3985.0,3955.0,3523.0,5511.0,3852.0,6124.0,5055.0,6127.0,3964.0,8351.0,5782.0,4290.0,2948.0,1858.0,2000.0,2134.0,1262.0,1894.0,2597.0
05009,33948.0,17139.0,1443.0,1066.0,1216.0,1103.0,1327.0,999.0,1352.0,1075.0,1298.0,658.0,1671.0,1107.0,724.0,529.0,331.0,326.0,299.0,128.0,169.0,318.0
05011,12600.0,5618.0,592.0,335.0,361.0,337.0,488.0,426.0,414.0,371.0,357.0,221.0,379.0,358.0,175.0,196.0,110.0,91.0,148.0,72.0,57.0,130.0
05013,5744.0,2648.0,171.0,153.0,105.0,155.0,217.0,146.0,228.0,162.0,195.0,111.0,251.0,183.0,166.0,107.0,45.0,54.0,36.0,60.0,41.0,62.0
05015,25357.0,13195.0,974.0,830.0,954.0,814.0,1388.0,922.0,1295.0,1102.0,1029.0,446.0,957.0,712.0,387.0,444.0,185.0,148.0,98.0,131.0,114.0,265.0
05017,14117.0,6022.0,534.0,478.0,406.0,416.0,634.0,505.0,426.0,388.0,360.0,195.0,441.0,262.0,256.0,165.0,84.0,155.0,79.0,68.0,65.0,105.0
05019,23546.0,12757.0,1711.0,1290.0,1012.0,678.0,1040.0,579.0,765.0,598.0,709.0,489.0,1051.0,764.0,399.0,526.0,328.0,252.0,202.0,114.0,139.0,111.0
05021,17609.0,8623.0,552.0,637.0,496.0,530.0,812.0,775.0,774.0,438.0,946.0,429.0,705.0,496.0,287.0,156.0,187.0,88.0,70.0,70.0,63.0,112.0
05023,24046.0,11290.0,793.0,702.0,685.0,599.0,829.0,612.0,867.0,626.0,760.0,519.0,1231.0,862.0,648.0,437.0,109.0,252.0,192.0,157.0,216.0,194.0
05025,8571.0,4123.0,270.0,223.0,236.0,199.0,325.0,179.0,319.0,202.0,244.0,175.0,508.0,358.0,264.0,168.0,83.0,85.0,87.0,105.0,46.0,47.0
05027,25603.0,12083.0,1170.0,779.0,874.0,736.0,982.0,605.0,661.0,575.0,714.0,518.0,1097.0,885.0,509.0,487.0,315.0,347.0,299.0,111.0,189.0,230.0
05029,20336.0,10037.0,859.0,636.0,598.0,463.0,810.0,527.0,741.0,571.0,714.0,459.0,861.0,804.0,534.0,378.0,251.0,178.0,205.0,112.0,202.0,134.0
05031,82148.0,45950.0,3776.0,2983.0,3195.0,2430.0,3934.0,2426.0,3221.0,2451.0,3022.0,1738.0,3889.0,3053.0,2304.0,1868.0,1118.0,1023.0,1207.0,586.0,836.0,890.0
05033,53247.0,26571.0,1823.0,1410.0,1724.0,1342.0,1880.0,1825.0,1902.0,1649.0,1689.0,1354.0,2699.0,2126.0,1628.0,986.0,489.0,577.0,497.0,342.0,282.0,347.0
05035,50866.0,24251.0,1879.0,1276.0,1353.0,1170.0,1801.0,1376.0,1702.0,1168.0,1608.0,948.0,2530.0,1774.0,1798.0,1076.0,714.0,512.0,637.0,239.0,384.0,306.0
05037,19526.0,9235.0,619.0,502.0,600.0,513.0,731.0,596.0,720.0,489.0,700.0,391.0,967.0,806.0,412.0,317.0,221.0,155.0,162.0,87.0,98.0,149.0
05039,9210.0,4096.0,304.0,182.0,273.0,239.0,382.0,323.0,305.0,247.0,365.0,183.0,283.0,354.0,169.0,188.0,55.0,67.0,62.0,21.0,36.0,58.0
05041,15341.0,6666.0,563.0,403.0,455.0,386.0,629.0,387.0,524.0,373.0,432.0,300.0,507.0,433.0,267.0,238.0,70.0,124.0,196.0,96.0,139.0,144.0
05043,18723.0,9705.0,1046.0,717.0,604.0,444.0,767.0,590.0,697.0,473.0,632.0,394.0,897.0,484.0,464.0,352.0,221.0,242.0,197.0,141.0,119.0,224.0
05045,86014.0,49123.0,4606.0,3327.0,3273.0,2198.0,2832.0,2275.0,2822.0,2100.0,3216.0,2000.0,4514.0,3652.0,2979.0,2372.0,1355.0,1474.0,1396.0,791.0,1048.0,893.0
05047,17771.0,8454.0,590.0,518.0,474.0,521.0,687.0,463.0,754.0,519.0,591.0,361.0,873.0,577.0,503.0,373.0,128.0,196.0,118.0,34.0,101.0,73.0
05049,11642.0,5302.0,547.0,337.0,381.0,294.0,533.0,425.0,461.0,311.0,417.0,192.0,396.0,232.0,200.0,151.0,91.0,101.0,72.0,53.0,36.0,72.0
05051,88068.0,42404.0,3537.0,2450.0,2725.0,2365.0,3989.0,2568.0,3069.0,2147.0,3068.0,1824.0,3331.0,2650.0,1989.0,1649.0,1017.0,840.0,1000.0,599.0,716.0,871.0
05053,16464.0,8562.0,510.0,435.0,394.0,365.0,610.0,453.0,465.0,444.0,644.0,454.0,938.0,756.0,529.0,502.0,250.0,204.0,227.0,149.0,91.0,142.0
05055,37331.0,19201.0,1267.0,1010.0,1240.0,1053.0,1528.0,1100.0,1432.0,1010.0,1695.0,1163.0,2236.0,1327.0,914.0,675.0,371.0,368.0,242.0,121.0,272.0,177.0
