zoneID,repVoteshare,totalVotes
01000,61.5509,28111.1791
02000,63.51,7624.3415
04000,55.602,134172.3333
05000,53.9695,14065.9333
06000,52.621,214169.8621
08000,59.1945,33286.4063
09000,45.3225,197346.125
10000,52.27,125063.3333
11000,9.2311,25287.3333
12000,60.007,113579.2537
13000,63.275,20766.5094
15000,36.416,85802.6
16000,74.1618,13601.0682
17000,58.0719,51709.0392
18000,65.367,26826.1087
19000,54.2225,15221.2929
20000,72.9306,11311.9619
21000,62.8027,14965.6833
22000,60.0073,30361.0313
23000,46.7231,46297.0
24000,55.3375,99444.9167
25000,35.2743,208027.7143
26000,54.6984,58304.241
27000,53.4576,32510.1954
28000,57.3411,14050.5488
29000,62.2053,23546.2414
30000,67.312,8043.6607
31000,76.0649,8367.5914
32000,67.8324,48799.2353
33000,48.284,67773.8
34000,48.769,171985.2857
35000,55.1736,22918.303
36000,51.6298,119210.2581
37000,57.899,35010.07
38000,64.8523,5902.5094
39000,58.5188,63953.5
40000,67.4278,19009.8442
41000,59.2508,51021.7222
42000,57.7419,84846.9118
44000,34.3567,72855.6667
45000,53.9083,35168.0435
46000,61.273,5882.0455
47000,58.5397,25655.9895
48000,70.2362,29176.2402
49000,78.6421,31994.6207
50000,42.1857,22307.7857
51000,57.0684,23868.4104
53000,56.04,73309.8462
54000,57.9693,13743.4
55000,51.1165,41625.0972
56000,73.9748,10583.8261
72000,NA,NA
