zoneID,repVoteshare,totalVotes
01000,55.3191,24869.7313
02000,67.1012,7139.0
04000,52.6173,102134.4
05000,51.5653,12290.4133
06000,53.0067,189066.4828
08000,61.0576,27640.7619
09000,41.5862,182440.625
10000,47.7667,109207.3333
11000,8.9189,22432.6667
12000,56.425,87692.7941
13000,58.5587,16331.1006
15000,36.944,73590.2
16000,75.2173,11400.4773
17000,54.7602,46491.402
18000,61.6651,23905.4891
19000,53.3393,13288.5152
20000,69.771,10211.6
21000,60.4827,12868.225
22000,55.9708,27588.375
23000,48.7044,40738.5625
24000,52.2517,84186.6667
25000,34.9229,193070.2857
26000,53.8754,50996.5181
27000,53.9905,28030.8621
28000,55.7477,12124.1951
29000,59.0942,20520.8
30000,70.0102,7339.2321
31000,74.2867,7494.828
32000,67.7412,35821.7647
33000,51.135,56908.1
34000,44.17,151772.6667
35000,53.1906,18139.5455
36000,49.1192,110032.2419
37000,56.3766,29112.62
38000,66.9677,5438.7925
39000,58.288,53431.7955
40000,60.8416,16028.9481
41000,60.5139,42610.2222
42000,56.3453,72251.75
44000,31.3217,68174.5
45000,53.2217,30059.0652
46000,63.39,4791.9545
47000,51.6835,21854.5368
48000,66.4781,25226.9173
49000,76.5883,26577.7241
50000,46.6986,21022.0
51000,55.801,20292.2
53000,57.5,63780.3333
54000,55.3327,11784.0727
55000,51.1962,36091.7639
56000,75.0339,9493.5217
72000,NA,NA
