PRESIDENT 1992
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Colorado,19921103,N/A,ADAMS,County,"103,077","30,856","Bush, George H.",Incumbent,"45,357","Clinton, William Jefferson",Challenger,Reform,"26,379","Perot, Ross",Challenger,485,"14,501",D,29.93,44.00,25.59,.47,40.49,59.51,,,
President,Colorado,19921103,N/A,ALAMOSA,County,"4,617","1,572","Bush, George H.",Incumbent,"1,928","Clinton, William Jefferson",Challenger,Reform,"1,089","Perot, Ross",Challenger,28,356,D,34.05,41.76,23.59,.61,44.91,55.09,,,
President,Colorado,19921103,N/A,ARAPAHOE,County,"183,935","72,221","Bush, George H.",Incumbent,"66,607","Clinton, William Jefferson",Challenger,Reform,"44,363","Perot, Ross",Challenger,744,"5,614",R,39.26,36.21,24.12,.40,52.02,47.98,,,
President,Colorado,19921103,N/A,ARCHULETA,County,"2,816","1,242","Bush, George H.",Incumbent,819,"Clinton, William Jefferson",Challenger,Reform,741,"Perot, Ross",Challenger,14,423,R,44.11,29.08,26.31,.50,60.26,39.74,,,
President,Colorado,19921103,N/A,BACA,County,"2,622","1,240","Bush, George H.",Incumbent,726,"Clinton, William Jefferson",Challenger,Reform,647,"Perot, Ross",Challenger,9,514,R,47.29,27.69,24.68,.34,63.07,36.93,,,
President,Colorado,19921103,N/A,BENT,County,"2,257",759,"Bush, George H.",Incumbent,985,"Clinton, William Jefferson",Challenger,Reform,506,"Perot, Ross",Challenger,7,226,D,33.63,43.64,22.42,.31,43.52,56.48,,,
President,Colorado,19921103,N/A,BOULDER,County,"126,771","33,553","Bush, George H.",Incumbent,"64,567","Clinton, William Jefferson",Challenger,Reform,"27,762","Perot, Ross",Challenger,889,"31,014",D,26.47,50.93,21.90,.70,34.20,65.80,,,
President,Colorado,19921103,N/A,CHAFFEE,County,"6,282","2,419","Bush, George H.",Incumbent,"2,284","Clinton, William Jefferson",Challenger,Reform,"1,549","Perot, Ross",Challenger,30,135,R,38.51,36.36,24.66,.48,51.44,48.56,,,
President,Colorado,19921103,N/A,CHEYENNE,County,"1,212",615,"Bush, George H.",Incumbent,301,"Clinton, William Jefferson",Challenger,Reform,292,"Perot, Ross",Challenger,4,314,R,50.74,24.83,24.09,.33,67.14,32.86,,,
President,Colorado,19921103,N/A,CLEAR CREEK,County,"4,460","1,356","Bush, George H.",Incumbent,"1,744","Clinton, William Jefferson",Challenger,Reform,"1,308","Perot, Ross",Challenger,52,388,D,30.40,39.10,29.33,1.17,43.74,56.26,,,
President,Colorado,19921103,N/A,CONEJOS,County,"3,465","1,160","Bush, George H.",Incumbent,"1,705","Clinton, William Jefferson",Challenger,Reform,578,"Perot, Ross",Challenger,22,545,D,33.48,49.21,16.68,.63,40.49,59.51,,,
President,Colorado,19921103,N/A,COSTILLA,County,"1,753",366,"Bush, George H.",Incumbent,"1,180","Clinton, William Jefferson",Challenger,Reform,199,"Perot, Ross",Challenger,8,814,D,20.88,67.31,11.35,.46,23.67,76.33,,,
President,Colorado,19921103,N/A,CROWLEY,County,"1,458",602,"Bush, George H.",Incumbent,570,"Clinton, William Jefferson",Challenger,Reform,276,"Perot, Ross",Challenger,10,32,R,41.29,39.09,18.93,.69,51.37,48.63,,,
President,Colorado,19921103,N/A,CUSTER,County,"1,375",651,"Bush, George H.",Incumbent,343,"Clinton, William Jefferson",Challenger,Reform,368,"Perot, Ross",Challenger,13,283,R,47.35,24.95,26.76,.95,65.49,34.51,,,
President,Colorado,19921103,N/A,DELTA,County,"10,494","4,359","Bush, George H.",Incumbent,"3,424","Clinton, William Jefferson",Challenger,Reform,"2,627","Perot, Ross",Challenger,84,935,R,41.54,32.63,25.03,.80,56.01,43.99,,,
President,Colorado,19921103,N/A,DENVER,County,"217,919","55,418","Bush, George H.",Incumbent,"121,961","Clinton, William Jefferson",Challenger,Reform,"37,298","Perot, Ross",Challenger,"3,242","66,543",D,25.43,55.97,17.12,1.49,31.24,68.76,,,
