PRESIDENT 1996
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,South Carolina,19961105,N/A,ABBEVILLE,County,"7,100","3,054","Dole, Robert",Challenger,"3,493","Clinton, William Jefferson",Incumbent,Reform,537,"Perot, Ross",Challenger,16,439,D,43.01,49.20,7.56,.23,46.65,53.35,,,
President,South Carolina,19961105,N/A,AIKEN,County,"43,074","26,539","Dole, Robert",Challenger,"14,314","Clinton, William Jefferson",Incumbent,Reform,"1,984","Perot, Ross",Challenger,237,"12,225",R,61.61,33.23,4.61,.55,64.96,35.04,,,
President,South Carolina,19961105,N/A,ALLENDALE,County,"3,273",941,"Dole, Robert",Challenger,"2,222","Clinton, William Jefferson",Incumbent,Reform,87,"Perot, Ross",Challenger,23,"1,281",D,28.75,67.89,2.66,.70,29.75,70.25,,,
President,South Carolina,19961105,N/A,ANDERSON,County,"45,769","24,137","Dole, Robert",Challenger,"17,460","Clinton, William Jefferson",Incumbent,Reform,"3,896","Perot, Ross",Challenger,276,"6,677",R,52.74,38.15,8.51,.60,58.03,41.97,,,
President,South Carolina,19961105,N/A,BAMBERG,County,"5,312","1,715","Dole, Robert",Challenger,"3,380","Clinton, William Jefferson",Incumbent,Reform,192,"Perot, Ross",Challenger,25,"1,665",D,32.29,63.63,3.61,.47,33.66,66.34,,,
President,South Carolina,19961105,N/A,BARNWELL,County,"7,774","3,808","Dole, Robert",Challenger,"3,620","Clinton, William Jefferson",Incumbent,Reform,310,"Perot, Ross",Challenger,36,188,R,48.98,46.57,3.99,.46,51.27,48.73,,,
President,South Carolina,19961105,N/A,BEAUFORT,County,"35,394","17,575","Dole, Robert",Challenger,"15,764","Clinton, William Jefferson",Incumbent,Reform,"1,838","Perot, Ross",Challenger,217,"1,811",R,49.66,44.54,5.19,.61,52.72,47.28,,,
President,South Carolina,19961105,N/A,BERKELEY,County,"33,242","17,691","Dole, Robert",Challenger,"13,358","Clinton, William Jefferson",Incumbent,Reform,"1,922","Perot, Ross",Challenger,271,"4,333",R,53.22,40.18,5.78,.82,56.98,43.02,,,
President,South Carolina,19961105,N/A,CALHOUN,County,"5,598","2,520","Dole, Robert",Challenger,"2,716","Clinton, William Jefferson",Incumbent,Reform,316,"Perot, Ross",Challenger,46,196,D,45.02,48.52,5.64,.82,48.13,51.87,,,
President,South Carolina,19961105,N/A,CHARLESTON,County,"96,688","48,675","Dole, Robert",Challenger,"43,571","Clinton, William Jefferson",Incumbent,Reform,"3,514","Perot, Ross",Challenger,928,"5,104",R,50.34,45.06,3.63,.96,52.77,47.23,,,
President,South Carolina,19961105,N/A,CHEROKEE,County,"13,639","6,689","Dole, Robert",Challenger,"5,821","Clinton, William Jefferson",Incumbent,Reform,"1,064","Perot, Ross",Challenger,65,868,R,49.04,42.68,7.80,.48,53.47,46.53,,,
President,South Carolina,19961105,N/A,CHESTER,County,"9,072","3,157","Dole, Robert",Challenger,"5,108","Clinton, William Jefferson",Incumbent,Reform,758,"Perot, Ross",Challenger,49,"1,951",D,34.80,56.31,8.36,.54,38.20,61.80,,,
President,South Carolina,19961105,N/A,CHESTERFIELD,County,"10,569","4,028","Dole, Robert",Challenger,"5,734","Clinton, William Jefferson",Incumbent,Reform,768,"Perot, Ross",Challenger,39,"1,706",D,38.11,54.25,7.27,.37,41.26,58.74,,,
