PRESIDENT 2008
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,South Carolina,20081104,N/A,AIKEN,County,"69,770","42,849","McCain, John Sidney III",Challenger,"26,101","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,820,"16,748",R,61.41,37.41,.00,1.18,62.15,37.85,,,
President,South Carolina,20081104,N/A,ALLENDALE,County,"4,024",947,"McCain, John Sidney III",Challenger,"3,029","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,48,"2,082",D,23.53,75.27,.00,1.19,23.82,76.18,,,
President,South Carolina,20081104,N/A,ANDERSON,County,"73,787","48,690","McCain, John Sidney III",Challenger,"24,132","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,965,"24,558",R,65.99,32.70,.00,1.31,66.86,33.14,,,
President,South Carolina,20081104,N/A,BAMBERG,County,"6,814","2,309","McCain, John Sidney III",Challenger,"4,426","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,79,"2,117",D,33.89,64.95,.00,1.16,34.28,65.72,,,
President,South Carolina,20081104,N/A,BARNWELL,County,"9,798","4,769","McCain, John Sidney III",Challenger,"4,931","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,98,162,D,48.67,50.33,.00,1.00,49.16,50.84,,,
President,South Carolina,20081104,N/A,BEAUFORT,County,"68,870","37,821","McCain, John Sidney III",Challenger,"30,396","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,653,"7,425",R,54.92,44.14,.00,.95,55.44,44.56,,,
President,South Carolina,20081104,N/A,BERKELEY,County,"64,781","36,205","McCain, John Sidney III",Challenger,"27,755","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,821,"8,450",R,55.89,42.84,.00,1.27,56.61,43.39,,,
President,South Carolina,20081104,N/A,CALHOUN,County,"7,738","3,695","McCain, John Sidney III",Challenger,"3,970","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,73,275,D,47.75,51.31,.00,.94,48.21,51.79,,,
President,South Carolina,20081104,N/A,CHARLESTON,County,"154,434","69,822","McCain, John Sidney III",Challenger,"82,698","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,914","12,876",D,45.21,53.55,.00,1.24,45.78,54.22,,,
President,South Carolina,20081104,N/A,CHEROKEE,County,"20,766","13,305","McCain, John Sidney III",Challenger,"7,215","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,246,"6,090",R,64.07,34.74,.00,1.18,64.84,35.16,,,
President,South Carolina,20081104,N/A,CHESTER,County,"13,981","6,318","McCain, John Sidney III",Challenger,"7,478","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,185,"1,160",D,45.19,53.49,.00,1.32,45.80,54.20,,,
President,South Carolina,20081104,N/A,CHESTERFIELD,County,"16,359","8,325","McCain, John Sidney III",Challenger,"7,842","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,192,483,R,50.89,47.94,.00,1.17,51.49,48.51,,,
President,South Carolina,20081104,N/A,CLARENDON,County,"15,552","6,758","McCain, John Sidney III",Challenger,"8,673","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,121,"1,915",D,43.45,55.77,.00,.78,43.79,56.21,,,
President,South Carolina,20081104,N/A,COLLETON,County,"17,321","8,525","McCain, John Sidney III",Challenger,"8,616","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,180,91,D,49.22,49.74,.00,1.04,49.73,50.27,,,
President,South Carolina,20081104,N/A,DARLINGTON,County,"29,334","14,544","McCain, John Sidney III",Challenger,"14,505","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,285,39,R,49.58,49.45,.00,.97,50.07,49.93,,,
President,South Carolina,20081104,N/A,DILLON,County,"13,417","5,874","McCain, John Sidney III",Challenger,"7,408","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,135,"1,534",D,43.78,55.21,.00,1.01,44.23,55.77,,,
President,South Carolina,20081104,N/A,DORCHESTER,County,"52,405","29,929","McCain, John Sidney III",Challenger,"21,806","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,670,"8,123",R,57.11,41.61,.00,1.28,57.85,42.15,,,
President,South Carolina,20081104,N/A,EDGEFIELD,County,"11,520","6,334","McCain, John Sidney III",Challenger,"5,075","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,111,"1,259",R,54.98,44.05,.00,.96,55.52,44.48,,,
President,South Carolina,20081104,N/A,FAIRFIELD,County,"11,619","3,912","McCain, John Sidney III",Challenger,"7,591","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,116,"3,679",D,33.67,65.33,.00,1.00,34.01,65.99,,,
President,South Carolina,20081104,N/A,FLORENCE,County,"58,373","29,861","McCain, John Sidney III",Challenger,"28,012","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,500,"1,849",R,51.16,47.99,.00,.86,51.60,48.40,,,
President,South Carolina,20081104,N/A,GEORGETOWN,County,"30,290","15,790","McCain, John Sidney III",Challenger,"14,199","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,301,"1,591",R,52.13,46.88,.00,.99,52.65,47.35,,,
President,South Carolina,20081104,N/A,GREENVILLE ,County,"190,657","116,363","McCain, John Sidney III",Challenger,"70,886","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"3,408","45,477",R,61.03,37.18,.00,1.79,62.14,37.86,,,
President,South Carolina,20081104,N/A,GREENWOOD,County,"29,667","16,995","McCain, John Sidney III",Challenger,"12,348","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,324,"4,647",R,57.29,41.62,.00,1.09,57.92,42.08,,,
President,South Carolina,20081104,N/A,HAMPTON,County,"9,350","3,439","McCain, John Sidney III",Challenger,"5,816","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,95,"2,377",D,36.78,62.20,.00,1.02,37.16,62.84,,,
President,South Carolina,20081104,N/A,HORRY,County,"104,798","64,609","McCain, John Sidney III",Challenger,"38,879","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,310","25,730",R,61.65,37.10,.00,1.25,62.43,37.57,,,
President,South Carolina,20081104,N/A,JASPER,County,"8,854","3,365","McCain, John Sidney III",Challenger,"5,389","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,100,"2,024",D,38.01,60.87,.00,1.13,38.44,61.56,,,
President,South Carolina,20081104,N/A,KERSHAW,County,"27,985","16,466","McCain, John Sidney III",Challenger,"11,226","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,293,"5,240",R,58.84,40.11,.00,1.05,59.46,40.54,,,
