PRESIDENT 1992
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Missouri,19921103,N/A,ADAIR,County,"10,640","4,141","Bush, George H.",Incumbent,"4,232","Clinton, William Jefferson",Challenger,Reform,"2,224","Perot, Ross",Challenger,43,91,D,38.92,39.77,20.90,.40,49.46,50.54,,,
President,Missouri,19921103,N/A,ANDREW,County,"7,489","2,652","Bush, George H.",Incumbent,"2,675","Clinton, William Jefferson",Challenger,Reform,"2,151","Perot, Ross",Challenger,11,23,D,35.41,35.72,28.72,.15,49.78,50.22,,,
President,Missouri,19921103,N/A,ATCHISON,County,"3,199","1,140","Bush, George H.",Incumbent,"1,208","Clinton, William Jefferson",Challenger,Reform,840,"Perot, Ross",Challenger,11,68,D,35.64,37.76,26.26,.34,48.55,51.45,,,
President,Missouri,19921103,N/A,AUDRAIN,County,"10,654","3,798","Bush, George H.",Incumbent,"4,731","Clinton, William Jefferson",Challenger,Reform,"2,099","Perot, Ross",Challenger,26,933,D,35.65,44.41,19.70,.24,44.53,55.47,,,
President,Missouri,19921103,N/A,BARRY,County,"12,757","5,565","Bush, George H.",Incumbent,"4,791","Clinton, William Jefferson",Challenger,Reform,"2,381","Perot, Ross",Challenger,20,774,R,43.62,37.56,18.66,.16,53.74,46.26,,,
President,Missouri,19921103,N/A,BARTON,County,"5,194","2,775","Bush, George H.",Incumbent,"1,433","Clinton, William Jefferson",Challenger,Reform,971,"Perot, Ross",Challenger,15,"1,342",R,53.43,27.59,18.69,.29,65.95,34.05,,,
President,Missouri,19921103,N/A,BATES,County,"7,730","2,499","Bush, George H.",Incumbent,"2,993","Clinton, William Jefferson",Challenger,Reform,"2,225","Perot, Ross",Challenger,13,494,D,32.33,38.72,28.78,.17,45.50,54.50,,,
President,Missouri,19921103,N/A,BENTON,County,"7,276","2,511","Bush, George H.",Incumbent,"3,195","Clinton, William Jefferson",Challenger,Reform,"1,551","Perot, Ross",Challenger,19,684,D,34.51,43.91,21.32,.26,44.01,55.99,,,
President,Missouri,19921103,N/A,BOLLINGER,County,"5,363","2,289","Bush, George H.",Incumbent,"2,150","Clinton, William Jefferson",Challenger,Reform,909,"Perot, Ross",Challenger,15,139,R,42.68,40.09,16.95,.28,51.57,48.43,,,
President,Missouri,19921103,N/A,BOONE,County,"57,890","19,405","Bush, George H.",Incumbent,"26,176","Clinton, William Jefferson",Challenger,Reform,"12,040","Perot, Ross",Challenger,269,"6,771",D,33.52,45.22,20.80,.46,42.57,57.43,,,
President,Missouri,19921103,N/A,BUCHANAN,County,"37,365","11,275","Bush, George H.",Incumbent,"16,570","Clinton, William Jefferson",Challenger,Reform,"9,404","Perot, Ross",Challenger,116,"5,295",D,30.18,44.35,25.17,.31,40.49,59.51,,,
President,Missouri,19921103,N/A,BUTLER,County,"15,272","6,450","Bush, George H.",Incumbent,"6,602","Clinton, William Jefferson",Challenger,Reform,"2,189","Perot, Ross",Challenger,31,152,D,42.23,43.23,14.33,.20,49.42,50.58,,,
President,Missouri,19921103,N/A,CALDWELL,County,"4,055","1,295","Bush, George H.",Incumbent,"1,456","Clinton, William Jefferson",Challenger,Reform,"1,283","Perot, Ross",Challenger,21,161,D,31.94,35.91,31.64,.52,47.07,52.93,,,
President,Missouri,19921103,N/A,CALLAWAY,County,"13,981","4,880","Bush, George H.",Incumbent,"5,799","Clinton, William Jefferson",Challenger,Reform,"3,266","Perot, Ross",Challenger,36,919,D,34.90,41.48,23.36,.26,45.70,54.30,,,
President,Missouri,19921103,N/A,CAMDEN,County,"14,627","5,554","Bush, George H.",Incumbent,"5,140","Clinton, William Jefferson",Challenger,Reform,"3,891","Perot, Ross",Challenger,42,414,R,37.97,35.14,26.60,.29,51.94,48.06,,,
President,Missouri,19921103,N/A,CAPE GIRARDEAU,County,"28,355","13,464","Bush, George H.",Incumbent,"9,605","Clinton, William Jefferson",Challenger,Reform,"5,199","Perot, Ross",Challenger,87,"3,859",R,47.48,33.87,18.34,.31,58.36,41.64,,,
President,Missouri,19921103,N/A,CARROLL,County,"5,378","1,774","Bush, George H.",Incumbent,"2,100","Clinton, William Jefferson",Challenger,Reform,"1,495","Perot, Ross",Challenger,9,326,D,32.99,39.05,27.80,.17,45.79,54.21,,,
President,Missouri,19921103,N/A,CARTER,County,"2,686","1,101","Bush, George H.",Incumbent,"1,169","Clinton, William Jefferson",Challenger,Reform,405,"Perot, Ross",Challenger,11,68,D,40.99,43.52,15.08,.41,48.50,51.50,,,
President,Missouri,19921103,N/A,CASS,County,"29,905","10,349","Bush, George H.",Incumbent,"10,246","Clinton, William Jefferson",Challenger,Reform,"9,216","Perot, Ross",Challenger,94,103,R,34.61,34.26,30.82,.31,50.25,49.75,,,
President,Missouri,19921103,N/A,CEDAR,County,"5,339","2,085","Bush, George H.",Incumbent,"2,064","Clinton, William Jefferson",Challenger,Reform,"1,173","Perot, Ross",Challenger,17,21,R,39.05,38.66,21.97,.32,50.25,49.75,,,
President,Missouri,19921103,N/A,CHARITON,County,"4,601","1,378","Bush, George H.",Incumbent,"2,141","Clinton, William Jefferson",Challenger,Reform,"1,067","Perot, Ross",Challenger,15,763,D,29.95,46.53,23.19,.33,39.16,60.84,,,
President,Missouri,19921103,N/A,CHRISTIAN,County,"17,145","7,422","Bush, George H.",Incumbent,"6,242","Clinton, William Jefferson",Challenger,Reform,"3,422","Perot, Ross",Challenger,59,"1,180",R,43.29,36.41,19.96,.34,54.32,45.68,,,
President,Missouri,19921103,N/A,CLARK,County,"3,584","1,039","Bush, George H.",Incumbent,"1,815","Clinton, William Jefferson",Challenger,Reform,725,"Perot, Ross",Challenger,5,776,D,28.99,50.64,20.23,.14,36.41,63.59,,,
President,Missouri,19921103,N/A,CLAY,County,"75,778","23,798","Bush, George H.",Incumbent,"30,565","Clinton, William Jefferson",Challenger,Reform,"20,951","Perot, Ross",Challenger,464,"6,767",D,31.40,40.33,27.65,.61,43.78,56.22,,,
President,Missouri,19921103,N/A,CLINTON,County,"8,228","2,391","Bush, George H.",Incumbent,"3,400","Clinton, William Jefferson",Challenger,Reform,"2,423","Perot, Ross",Challenger,14,977,D,29.06,41.32,29.45,.17,41.29,58.71,,,
