PRESIDENT 1996
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Alabama,19961105,N/A,AUTAUGA,County,"15,422","9,509","Dole, Robert",Challenger,"5,015","Clinton, William Jefferson",Incumbent,Reform,813,"Perot, Ross",Challenger,85,"4,494",R,61.66,32.52,5.27,.55,65.47,34.53,,,
President,Alabama,19961105,N/A,BALDWIN,County,"47,119","29,487","Dole, Robert",Challenger,"12,776","Clinton, William Jefferson",Incumbent,Reform,"4,520","Perot, Ross",Challenger,336,"16,711",R,62.58,27.11,9.59,.71,69.77,30.23,,,
President,Alabama,19961105,N/A,BARBOUR,County,"8,953","3,627","Dole, Robert",Challenger,"4,787","Clinton, William Jefferson",Incumbent,Reform,515,"Perot, Ross",Challenger,24,"1,160",D,40.51,53.47,5.75,.27,43.11,56.89,,,
President,Alabama,19961105,N/A,BIBB,County,"6,301","3,037","Dole, Robert",Challenger,"2,775","Clinton, William Jefferson",Incumbent,Reform,455,"Perot, Ross",Challenger,34,262,R,48.20,44.04,7.22,.54,52.25,47.75,,,
President,Alabama,19961105,N/A,BLOUNT,County,"15,327","9,056","Dole, Robert",Challenger,"5,061","Clinton, William Jefferson",Incumbent,Reform,985,"Perot, Ross",Challenger,225,"3,995",R,59.09,33.02,6.43,1.47,64.15,35.85,,,
President,Alabama,19961105,N/A,BULLOCK,County,"4,384","1,154","Dole, Robert",Challenger,"3,078","Clinton, William Jefferson",Incumbent,Reform,111,"Perot, Ross",Challenger,41,"1,924",D,26.32,70.21,2.53,.94,27.27,72.73,,,
President,Alabama,19961105,N/A,BUTLER,County,"7,770","3,352","Dole, Robert",Challenger,"3,828","Clinton, William Jefferson",Incumbent,Reform,538,"Perot, Ross",Challenger,52,476,D,43.14,49.27,6.92,.67,46.69,53.31,,,
President,Alabama,19961105,N/A,CALHOUN,County,"36,911","18,088","Dole, Robert",Challenger,"15,725","Clinton, William Jefferson",Incumbent,Reform,"2,613","Perot, Ross",Challenger,485,"2,363",R,49.00,42.60,7.08,1.31,53.49,46.51,,,
President,Alabama,19961105,N/A,CHAMBERS,County,"11,097","4,707","Dole, Robert",Challenger,"5,515","Clinton, William Jefferson",Incumbent,Reform,812,"Perot, Ross",Challenger,63,808,D,42.42,49.70,7.32,.57,46.05,53.95,,,
President,Alabama,19961105,N/A,CHEROKEE,County,"8,421","3,048","Dole, Robert",Challenger,"4,399","Clinton, William Jefferson",Incumbent,Reform,899,"Perot, Ross",Challenger,75,"1,351",D,36.20,52.24,10.68,.89,40.93,59.07,,,
President,Alabama,19961105,N/A,CHILTON,County,"14,278","7,910","Dole, Robert",Challenger,"5,354","Clinton, William Jefferson",Incumbent,Reform,929,"Perot, Ross",Challenger,85,"2,556",R,55.40,37.50,6.51,.60,59.64,40.36,,,
