PRESIDENT 1988
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,South Carolina,19881108,N/A,ABBEVILLE,County,"7,401","3,738","Bush, George H.",Challenger,"3,629","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,34,109,R,50.51,49.03,.00,.46,50.74,49.26,,,
President,South Carolina,19881108,N/A,AIKEN,County,"38,507","27,665","Bush, George H.",Challenger,"10,598","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,244,"17,067",R,71.84,27.52,.00,.63,72.30,27.70,,,
President,South Carolina,19881108,N/A,ALLENDALE,County,"3,114","1,295","Bush, George H.",Challenger,"1,796","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,23,501,D,41.59,57.68,.00,.74,41.90,58.10,,,
President,South Carolina,19881108,N/A,ANDERSON,County,"38,383","25,939","Bush, George H.",Challenger,"12,281","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,163,"13,658",R,67.58,32.00,.00,.42,67.87,32.13,,,
President,South Carolina,19881108,N/A,BAMBERG,County,"5,255","2,403","Bush, George H.",Challenger,"2,830","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,22,427,D,45.73,53.85,.00,.42,45.92,54.08,,,
President,South Carolina,19881108,N/A,BARNWELL,County,"7,075","4,467","Bush, George H.",Challenger,"2,564","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,44,"1,903",R,63.14,36.24,.00,.62,63.53,36.47,,,
President,South Carolina,19881108,N/A,BEAUFORT,County,"25,021","16,184","Bush, George H.",Challenger,"8,691","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,146,"7,493",R,64.68,34.73,.00,.58,65.06,34.94,,,
President,South Carolina,19881108,N/A,BERKELEY,County,"26,297","16,779","Bush, George H.",Challenger,"9,312","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,206,"7,467",R,63.81,35.41,.00,.78,64.31,35.69,,,
President,South Carolina,19881108,N/A,CALHOUN,County,"4,787","2,585","Bush, George H.",Challenger,"2,175","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,27,410,R,54.00,45.44,.00,.56,54.31,45.69,,,
President,South Carolina,19881108,N/A,CHARLESTON,County,"82,916","49,149","Bush, George H.",Challenger,"32,977","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,790,"16,172",R,59.28,39.77,.00,.95,59.85,40.15,,,
President,South Carolina,19881108,N/A,CHEROKEE,County,"12,151","7,763","Bush, George H.",Challenger,"4,322","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,66,"3,441",R,63.89,35.57,.00,.54,64.24,35.76,,,
President,South Carolina,19881108,N/A,CHESTER,County,"7,748","3,968","Bush, George H.",Challenger,"3,737","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,43,231,R,51.21,48.23,.00,.55,51.50,48.50,,,
President,South Carolina,19881108,N/A,CHESTERFIELD,County,"9,735","4,999","Bush, George H.",Challenger,"4,699","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,37,300,R,51.35,48.27,.00,.38,51.55,48.45,,,
President,South Carolina,19881108,N/A,CLARENDON,County,"9,397","4,337","Bush, George H.",Challenger,"5,030","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,30,693,D,46.15,53.53,.00,.32,46.30,53.70,,,
President,South Carolina,19881108,N/A,COLLETON,County,"9,547","4,962","Bush, George H.",Challenger,"4,508","Dukakis, Michael S.",Challenger,N/A,N/A,N/A,N/A,77,454,R,51.97,47.22,.00,.81,52.40,47.60,,,
