PRESIDENT 1992
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,New Jersey,19921103,N/A,ATLANTIC,County,"90,298","34,279","Bush, George H.",Incumbent,"39,633","Clinton, William Jefferson",Challenger,Reform,"15,890","Perot, Ross",Challenger,496,"5,354",D,37.96,43.89,17.60,.55,46.38,53.62,,,
President,New Jersey,19921103,N/A,BERGEN,County,"403,137","178,223","Bush, George H.",Incumbent,"171,104","Clinton, William Jefferson",Challenger,Reform,"52,082","Perot, Ross",Challenger,"1,728","7,119",R,44.21,42.44,12.92,.43,51.02,48.98,,,
President,New Jersey,19921103,N/A,BURLINGTON,County,"173,357","63,709","Bush, George H.",Incumbent,"72,845","Clinton, William Jefferson",Challenger,Reform,"35,322","Perot, Ross",Challenger,"1,481","9,136",D,36.75,42.02,20.38,.85,46.65,53.35,,,
President,New Jersey,19921103,N/A,CAMDEN,County,"210,886","67,205","Bush, George H.",Incumbent,"104,915","Clinton, William Jefferson",Challenger,Reform,"37,144","Perot, Ross",Challenger,"1,622","37,710",D,31.87,49.75,17.61,.77,39.05,60.95,,,
President,New Jersey,19921103,N/A,CAPE MAY,County,"48,856","21,502","Bush, George H.",Incumbent,"17,324","Clinton, William Jefferson",Challenger,Reform,"9,798","Perot, Ross",Challenger,232,"4,178",R,44.01,35.46,20.05,.47,55.38,44.62,,,
President,New Jersey,19921103,N/A,CUMBERLAND,County,"52,116","19,253","Bush, George H.",Incumbent,"22,220","Clinton, William Jefferson",Challenger,Reform,"9,901","Perot, Ross",Challenger,742,"2,967",D,36.94,42.64,19.00,1.42,46.42,53.58,,,
President,New Jersey,19921103,N/A,ESSEX,County,"276,858","89,146","Bush, George H.",Incumbent,"158,130","Clinton, William Jefferson",Challenger,Reform,"26,961","Perot, Ross",Challenger,"2,621","68,984",D,32.20,57.12,9.74,.95,36.05,63.95,,,
President,New Jersey,19921103,N/A,GLOUCESTER,County,"104,619","37,335","Bush, George H.",Incumbent,"42,425","Clinton, William Jefferson",Challenger,Reform,"24,132","Perot, Ross",Challenger,727,"5,090",D,35.69,40.55,23.07,.69,46.81,53.19,,,
President,New Jersey,19921103,N/A,HUDSON,County,"185,057","66,505","Bush, George H.",Incumbent,"99,799","Clinton, William Jefferson",Challenger,Reform,"14,569","Perot, Ross",Challenger,"4,184","33,294",D,35.94,53.93,7.87,2.26,39.99,60.01,,,
President,New Jersey,19921103,N/A,HUNTERDON,County,"53,974","25,130","Bush, George H.",Incumbent,"15,423","Clinton, William Jefferson",Challenger,Reform,"12,736","Perot, Ross",Challenger,685,"9,707",R,46.56,28.57,23.60,1.27,61.97,38.03,,,
President,New Jersey,19921103,N/A,MERCER,County,"145,260","50,473","Bush, George H.",Incumbent,"71,383","Clinton, William Jefferson",Challenger,Reform,"22,503","Perot, Ross",Challenger,901,"20,910",D,34.75,49.14,15.49,.62,41.42,58.58,,,
President,New Jersey,19921103,N/A,MIDDLESEX,County,"285,271","108,701","Bush, George H.",Incumbent,"128,824","Clinton, William Jefferson",Challenger,Reform,"45,055","Perot, Ross",Challenger,"2,691","20,123",D,38.10,45.16,15.79,.94,45.76,54.24,,,
President,New Jersey,19921103,N/A,MONMOUTH,County,"266,116","117,715","Bush, George H.",Incumbent,"101,750","Clinton, William Jefferson",Challenger,Reform,"45,445","Perot, Ross",Challenger,"1,206","15,965",R,44.23,38.24,17.08,.45,53.64,46.36,,,
President,New Jersey,19921103,N/A,MORRIS,County,"209,232","108,431","Bush, George H.",Incumbent,"67,593","Clinton, William Jefferson",Challenger,Reform,"32,447","Perot, Ross",Challenger,761,"40,838",R,51.82,32.31,15.51,.36,61.60,38.40,,,
President,New Jersey,19921103,N/A,OCEAN,County,"216,243","95,984","Bush, George H.",Incumbent,"75,431","Clinton, William Jefferson",Challenger,Reform,"41,668","Perot, Ross",Challenger,"3,160","20,553",R,44.39,34.88,19.27,1.46,56.00,44.00,,,
President,New Jersey,19921103,N/A,PASSAIC,County,"164,888","71,147","Bush, George H.",Incumbent,"70,030","Clinton, William Jefferson",Challenger,Reform,"21,494","Perot, Ross",Challenger,"2,217","1,117",R,43.15,42.47,13.04,1.34,50.40,49.60,,,
President,New Jersey,19921103,N/A,SALEM,County,"27,935","10,363","Bush, George H.",Incumbent,"10,062","Clinton, William Jefferson",Challenger,Reform,"7,274","Perot, Ross",Challenger,236,301,R,37.10,36.02,26.04,.84,50.74,49.26,,,
President,New Jersey,19921103,N/A,SOMERSET,County,"120,813","56,044","Bush, George H.",Incumbent,"42,867","Clinton, William Jefferson",Challenger,Reform,"21,014","Perot, Ross",Challenger,888,"13,177",R,46.39,35.48,17.39,.74,56.66,43.34,,,
President,New Jersey,19921103,N/A,SUSSEX,County,"57,064","29,510","Bush, George H.",Incumbent,"14,775","Clinton, William Jefferson",Challenger,Reform,"12,537","Perot, Ross",Challenger,242,"14,735",R,51.71,25.89,21.97,.42,66.64,33.36,,,
President,New Jersey,19921103,N/A,UNION,County,"210,112","87,742","Bush, George H.",Incumbent,"96,671","Clinton, William Jefferson",Challenger,Reform,"23,991","Perot, Ross",Challenger,"1,708","8,929",D,41.76,46.01,11.42,.81,47.58,52.42,,,
President,New Jersey,19921103,N/A,WARREN,County,"41,502","18,468","Bush, George H.",Incumbent,"13,002","Clinton, William Jefferson",Challenger,Reform,"9,866","Perot, Ross",Challenger,166,"5,466",R,44.50,31.33,23.77,.40,58.68,41.32,,,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepDemPluralityVotesAll,RepDemPluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,New Jersey,"3,343,594","1,356,865","1,436,206","521,829","28,694","79,341",D,"79,341",D,40.58,42.95,15.61,.86,48.58,51.42
,
,
,
PRESIDENT 1992
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,New Mexico,19921103,N/A,BERNALILLO,County,"200,698","77,304","Bush, George H.",Incumbent,"90,863","Clinton, William Jefferson",Challenger,Reform,"31,241","Perot, Ross",Challenger,"1,290","13,559",D,38.52,45.27,15.57,.64,45.97,54.03,,,
President,New Mexico,19921103,N/A,CATRON,County,"1,553",771,"Bush, George H.",Incumbent,465,"Clinton, William Jefferson",Challenger,Reform,289,"Perot, Ross",Challenger,28,306,R,49.65,29.94,18.61,1.80,62.38,37.62,,,
President,New Mexico,19921103,N/A,CHAVES,County,"18,898","8,872","Bush, George H.",Incumbent,"6,360","Clinton, William Jefferson",Challenger,Reform,"3,590","Perot, Ross",Challenger,76,"2,512",R,46.95,33.65,19.00,.40,58.25,41.75,,,
President,New Mexico,19921103,N/A,CIBOLA,County,"6,284","2,051","Bush, George H.",Incumbent,"3,334","Clinton, William Jefferson",Challenger,Reform,847,"Perot, Ross",Challenger,52,"1,283",D,32.64,53.06,13.48,.83,38.09,61.91,,,
President,New Mexico,19921103,N/A,COLFAX,County,"5,228","1,730","Bush, George H.",Incumbent,"2,607","Clinton, William Jefferson",Challenger,Reform,871,"Perot, Ross",Challenger,20,877,D,33.09,49.87,16.66,.38,39.89,60.11,,,
President,New Mexico,19921103,N/A,CURRY,County,"12,633","6,831","Bush, George H.",Incumbent,"3,699","Clinton, William Jefferson",Challenger,Reform,"2,056","Perot, Ross",Challenger,47,"3,132",R,54.07,29.28,16.27,.37,64.87,35.13,,,
President,New Mexico,19921103,N/A,DE BACA,County,"1,185",526,"Bush, George H.",Incumbent,451,"Clinton, William Jefferson",Challenger,Reform,204,"Perot, Ross",Challenger,4,75,R,44.39,38.06,17.22,.34,53.84,46.16,,,
President,New Mexico,19921103,N/A,DONA ANA,County,"44,217","16,308","Bush, George H.",Incumbent,"19,894","Clinton, William Jefferson",Challenger,Reform,"7,682","Perot, Ross",Challenger,333,"3,586",D,36.88,44.99,17.37,.75,45.05,54.95,,,
President,New Mexico,19921103,N/A,EDDY,County,"18,202","7,313","Bush, George H.",Incumbent,"7,409","Clinton, William Jefferson",Challenger,Reform,"3,430","Perot, Ross",Challenger,50,96,D,40.18,40.70,18.84,.27,49.67,50.33,,,
President,New Mexico,19921103,N/A,GRANT,County,"10,277","2,917","Bush, George H.",Incumbent,"5,603","Clinton, William Jefferson",Challenger,Reform,"1,685","Perot, Ross",Challenger,72,"2,686",D,28.38,54.52,16.40,.70,34.24,65.76,,,
President,New Mexico,19921103,N/A,GUADALUPE,County,"2,102",691,"Bush, George H.",Incumbent,"1,225","Clinton, William Jefferson",Challenger,Reform,173,"Perot, Ross",Challenger,13,534,D,32.87,58.28,8.23,.62,36.06,63.94,,,
President,New Mexico,19921103,N/A,HARDING,County,678,312,"Bush, George H.",Incumbent,268,"Clinton, William Jefferson",Challenger,Reform,98,"Perot, Ross",Challenger,N/A,44,R,46.02,39.53,14.45,.00,53.79,46.21,,,
President,New Mexico,19921103,N/A,HIDALGO,County,"2,315",871,"Bush, George H.",Incumbent,995,"Clinton, William Jefferson",Challenger,Reform,442,"Perot, Ross",Challenger,7,124,D,37.62,42.98,19.09,.30,46.68,53.32,,,
President,New Mexico,19921103,N/A,LEA,County,"16,311","7,921","Bush, George H.",Incumbent,"5,047","Clinton, William Jefferson",Challenger,Reform,"3,233","Perot, Ross",Challenger,110,"2,874",R,48.56,30.94,19.82,.67,61.08,38.92,,,
President,New Mexico,19921103,N/A,LINCOLN,County,"5,857","2,669","Bush, George H.",Incumbent,"1,730","Clinton, William Jefferson",Challenger,Reform,"1,431","Perot, Ross",Challenger,27,939,R,45.57,29.54,24.43,.46,60.67,39.33,,,
President,New Mexico,19921103,N/A,LOS ALAMOS,County,"10,642","4,320","Bush, George H.",Incumbent,"3,897","Clinton, William Jefferson",Challenger,Reform,"2,339","Perot, Ross",Challenger,86,423,R,40.59,36.62,21.98,.81,52.57,47.43,,,
President,New Mexico,19921103,N/A,LUNA,County,"6,272","2,166","Bush, George H.",Incumbent,"2,637","Clinton, William Jefferson",Challenger,Reform,"1,445","Perot, Ross",Challenger,24,471,D,34.53,42.04,23.04,.38,45.10,54.90,,,
President,New Mexico,19921103,N/A,MCKINLEY,County,"15,531","4,720","Bush, George H.",Incumbent,"9,405","Clinton, William Jefferson",Challenger,Reform,"1,304","Perot, Ross",Challenger,102,"4,685",D,30.39,60.56,8.40,.66,33.42,66.58,,,
President,New Mexico,19921103,N/A,MORA,County,"2,421",668,"Bush, George H.",Incumbent,"1,555","Clinton, William Jefferson",Challenger,Reform,188,"Perot, Ross",Challenger,10,887,D,27.59,64.23,7.77,.41,30.05,69.95,,,
President,New Mexico,19921103,N/A,OTERO,County,"16,203","7,481","Bush, George H.",Incumbent,"5,377","Clinton, William Jefferson",Challenger,Reform,"3,257","Perot, Ross",Challenger,88,"2,104",R,46.17,33.19,20.10,.54,58.18,41.82,,,
President,New Mexico,19921103,N/A,QUAY,County,"4,289","1,759","Bush, George H.",Incumbent,"1,758","Clinton, William Jefferson",Challenger,Reform,755,"Perot, Ross",Challenger,17,1,R,41.01,40.99,17.60,.40,50.01,49.99,,,
President,New Mexico,19921103,N/A,RIO ARRIBA,County,"11,542","2,680","Bush, George H.",Incumbent,"7,832","Clinton, William Jefferson",Challenger,Reform,984,"Perot, Ross",Challenger,46,"5,152",D,23.22,67.86,8.53,.40,25.49,74.51,,,
President,New Mexico,19921103,N/A,ROOSEVELT,County,"6,513","3,215","Bush, George H.",Incumbent,"2,172","Clinton, William Jefferson",Challenger,Reform,"1,085","Perot, Ross",Challenger,41,"1,043",R,49.36,33.35,16.66,.63,59.68,40.32,,,
President,New Mexico,19921103,N/A,SAN JUAN,County,"30,281","13,415","Bush, George H.",Incumbent,"11,302","Clinton, William Jefferson",Challenger,Reform,"5,351","Perot, Ross",Challenger,213,"2,113",R,44.30,37.32,17.67,.70,54.27,45.73,,,
President,New Mexico,19921103,N/A,SAN MIGUEL,County,"9,387","2,183","Bush, George H.",Incumbent,"6,186","Clinton, William Jefferson",Challenger,Reform,965,"Perot, Ross",Challenger,53,"4,003",D,23.26,65.90,10.28,.56,26.08,73.92,,,
President,New Mexico,19921103,N/A,SANDOVAL,County,"23,574","8,491","Bush, George H.",Incumbent,"10,951","Clinton, William Jefferson",Challenger,Reform,"3,954","Perot, Ross",Challenger,178,"2,460",D,36.02,46.45,16.77,.76,43.67,56.33,,,
President,New Mexico,19921103,N/A,SANTA FE,County,"42,917","9,684","Bush, George H.",Incumbent,"27,189","Clinton, William Jefferson",Challenger,Reform,"5,656","Perot, Ross",Challenger,388,"17,505",D,22.56,63.35,13.18,.90,26.26,73.74,,,
President,New Mexico,19921103,N/A,SIERRA,County,"4,418","1,562","Bush, George H.",Incumbent,"1,771","Clinton, William Jefferson",Challenger,Reform,"1,055","Perot, Ross",Challenger,30,209,D,35.36,40.09,23.88,.68,46.86,53.14,,,
President,New Mexico,19921103,N/A,SOCORRO,County,"6,088","2,186","Bush, George H.",Incumbent,"2,908","Clinton, William Jefferson",Challenger,Reform,918,"Perot, Ross",Challenger,76,722,D,35.91,47.77,15.08,1.25,42.91,57.09,,,
President,New Mexico,19921103,N/A,TAOS,County,"10,681","2,260","Bush, George H.",Incumbent,"7,051","Clinton, William Jefferson",Challenger,Reform,"1,300","Perot, Ross",Challenger,70,"4,791",D,21.16,66.01,12.17,.66,24.27,75.73,,,
President,New Mexico,19921103,N/A,TORRANCE,County,"4,167","1,667","Bush, George H.",Incumbent,"1,662","Clinton, William Jefferson",Challenger,Reform,810,"Perot, Ross",Challenger,28,5,R,40.00,39.88,19.44,.67,50.08,49.92,,,
President,New Mexico,19921103,N/A,UNION,County,"1,854",975,"Bush, George H.",Incumbent,519,"Clinton, William Jefferson",Challenger,Reform,355,"Perot, Ross",Challenger,5,456,R,52.59,27.99,19.15,.27,65.26,34.74,,,
President,New Mexico,19921103,N/A,VALENCIA,County,"16,768","6,305","Bush, George H.",Incumbent,"7,495","Clinton, William Jefferson",Challenger,Reform,"2,902","Perot, Ross",Challenger,66,"1,190",D,37.60,44.70,17.31,.39,45.69,54.31,,,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepDemPluralityVotesAll,RepDemPluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,New Mexico,"569,986","212,824","261,617","91,895","3,650","48,793",D,"48,793",D,37.34,45.90,16.12,.64,44.86,55.14
,
,
,
PRESIDENT 1992
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,New York,19921103,N/A,ALBANY,County,"155,357","49,452","Bush, George H.",Incumbent,"80,641","Clinton, William Jefferson",Challenger,Reform,"24,064","Perot, Ross",Challenger,"1,200","31,189",D,31.83,51.91,15.49,.77,38.01,61.99,,,
President,New York,19921103,N/A,ALLEGANY,County,"18,719","8,976","Bush, George H.",Incumbent,"4,848","Clinton, William Jefferson",Challenger,Reform,"4,703","Perot, Ross",Challenger,192,"4,128",R,47.95,25.90,25.12,1.03,64.93,35.07,,,
President,New York,19921103,N/A,BRONX,County,"305,460","63,310","Bush, George H.",Incumbent,"225,038","Clinton, William Jefferson",Challenger,Reform,"15,115","Perot, Ross",Challenger,"1,997","161,728",D,20.73,73.67,4.95,.65,21.96,78.04,,,
President,New York,19921103,N/A,BROOME,County,"99,846","34,653","Bush, George H.",Incumbent,"43,444","Clinton, William Jefferson",Challenger,Reform,"21,280","Perot, Ross",Challenger,469,"8,791",D,34.71,43.51,21.31,.47,44.37,55.63,,,
President,New York,19921103,N/A,CATTARAUGUS,County,"35,092","13,944","Bush, George H.",Incumbent,"10,150","Clinton, William Jefferson",Challenger,Reform,"10,662","Perot, Ross",Challenger,336,"3,282",R,39.74,28.92,30.38,.96,57.87,42.13,,,
President,New York,19921103,N/A,CAYUGA,County,"35,671","12,065","Bush, George H.",Incumbent,"13,088","Clinton, William Jefferson",Challenger,Reform,"10,279","Perot, Ross",Challenger,239,"1,023",D,33.82,36.69,28.82,.67,47.97,52.03,,,
President,New York,19921103,N/A,CHAUTAUQUA,County,"62,785","21,222","Bush, George H.",Incumbent,"22,645","Clinton, William Jefferson",Challenger,Reform,"18,455","Perot, Ross",Challenger,463,"1,423",D,33.80,36.07,29.39,.74,48.38,51.62,,,
