PRESIDENT 1992
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,South Carolina,19921103,N/A,ABBEVILLE,County,"8,343","3,317","Bush, George H.",Incumbent,"3,968","Clinton, William Jefferson",Challenger,Reform,"1,036","Perot, Ross",Challenger,22,651,D,39.76,47.56,12.42,.26,45.53,54.47,,,
President,South Carolina,19921103,N/A,AIKEN,County,"46,778","25,731","Bush, George H.",Incumbent,"14,802","Clinton, William Jefferson",Challenger,Reform,"6,056","Perot, Ross",Challenger,189,"10,929",R,55.01,31.64,12.95,.40,63.48,36.52,,,
President,South Carolina,19921103,N/A,ALLENDALE,County,"3,455","1,049","Bush, George H.",Incumbent,"2,159","Clinton, William Jefferson",Challenger,Reform,212,"Perot, Ross",Challenger,35,"1,110",D,30.36,62.49,6.14,1.01,32.70,67.30,,,
President,South Carolina,19921103,N/A,ANDERSON,County,"47,971","24,793","Bush, George H.",Incumbent,"16,072","Clinton, William Jefferson",Challenger,Reform,"6,966","Perot, Ross",Challenger,140,"8,721",R,51.68,33.50,14.52,.29,60.67,39.33,,,
President,South Carolina,19921103,N/A,BAMBERG,County,"5,727","1,906","Bush, George H.",Incumbent,"3,426","Clinton, William Jefferson",Challenger,Reform,360,"Perot, Ross",Challenger,35,"1,520",D,33.28,59.82,6.29,.61,35.75,64.25,,,
President,South Carolina,19921103,N/A,BARNWELL,County,"8,177","4,026","Bush, George H.",Incumbent,"3,344","Clinton, William Jefferson",Challenger,Reform,752,"Perot, Ross",Challenger,55,682,R,49.24,40.90,9.20,.67,54.63,45.37,,,
President,South Carolina,19921103,N/A,BEAUFORT,County,"31,287","14,735","Bush, George H.",Incumbent,"11,466","Clinton, William Jefferson",Challenger,Reform,"4,966","Perot, Ross",Challenger,120,"3,269",R,47.10,36.65,15.87,.38,56.24,43.76,,,
President,South Carolina,19921103,N/A,BERKELEY,County,"35,479","18,048","Bush, George H.",Incumbent,"12,533","Clinton, William Jefferson",Challenger,Reform,"4,632","Perot, Ross",Challenger,266,"5,515",R,50.87,35.33,13.06,.75,59.02,40.98,,,
President,South Carolina,19921103,N/A,CALHOUN,County,"5,778","2,418","Bush, George H.",Incumbent,"2,770","Clinton, William Jefferson",Challenger,Reform,564,"Perot, Ross",Challenger,26,352,D,41.85,47.94,9.76,.45,46.61,53.39,,,
President,South Carolina,19921103,N/A,CHARLESTON,County,"98,749","47,403","Bush, George H.",Incumbent,"40,095","Clinton, William Jefferson",Challenger,Reform,"10,354","Perot, Ross",Challenger,897,"7,308",R,48.00,40.60,10.49,.91,54.18,45.82,,,
President,South Carolina,19921103,N/A,CHEROKEE,County,"14,557","6,887","Bush, George H.",Incumbent,"5,453","Clinton, William Jefferson",Challenger,Reform,"2,186","Perot, Ross",Challenger,31,"1,434",R,47.31,37.46,15.02,.21,55.81,44.19,,,
President,South Carolina,19921103,N/A,CHESTER,County,"10,288","3,451","Bush, George H.",Incumbent,"5,458","Clinton, William Jefferson",Challenger,Reform,"1,350","Perot, Ross",Challenger,29,"2,007",D,33.54,53.05,13.12,.28,38.74,61.26,,,
President,South Carolina,19921103,N/A,CHESTERFIELD,County,"11,212","4,183","Bush, George H.",Incumbent,"5,691","Clinton, William Jefferson",Challenger,Reform,"1,315","Perot, Ross",Challenger,23,"1,508",D,37.31,50.76,11.73,.21,42.36,57.64,,,
President,South Carolina,19921103,N/A,CLARENDON,County,"10,945","4,147","Bush, George H.",Incumbent,"6,033","Clinton, William Jefferson",Challenger,Reform,744,"Perot, Ross",Challenger,21,"1,886",D,37.89,55.12,6.80,.19,40.74,59.26,,,
President,South Carolina,19921103,N/A,COLLETON,County,"11,314","4,545","Bush, George H.",Incumbent,"5,455","Clinton, William Jefferson",Challenger,Reform,"1,245","Perot, Ross",Challenger,69,910,D,40.17,48.21,11.00,.61,45.45,54.55,,,
President,South Carolina,19921103,N/A,DARLINGTON,County,"20,253","8,912","Bush, George H.",Incumbent,"9,090","Clinton, William Jefferson",Challenger,Reform,"1,863","Perot, Ross",Challenger,388,178,D,44.00,44.88,9.20,1.92,49.51,50.49,,,
President,South Carolina,19921103,N/A,DILLON,County,"9,390","3,575","Bush, George H.",Incumbent,"4,953","Clinton, William Jefferson",Challenger,Reform,831,"Perot, Ross",Challenger,31,"1,378",D,38.07,52.75,8.85,.33,41.92,58.08,,,
President,South Carolina,19921103,N/A,DORCHESTER,County,"28,029","15,004","Bush, George H.",Incumbent,"9,160","Clinton, William Jefferson",Challenger,Reform,"3,648","Perot, Ross",Challenger,217,"5,844",R,53.53,32.68,13.02,.77,62.09,37.91,,,
President,South Carolina,19921103,N/A,EDGEFIELD,County,"7,396","3,339","Bush, George H.",Incumbent,"3,433","Clinton, William Jefferson",Challenger,Reform,596,"Perot, Ross",Challenger,28,94,D,45.15,46.42,8.06,.38,49.31,50.69,,,
President,South Carolina,19921103,N/A,FAIRFIELD,County,"8,091","2,518","Bush, George H.",Incumbent,"4,867","Clinton, William Jefferson",Challenger,Reform,652,"Perot, Ross",Challenger,54,"2,349",D,31.12,60.15,8.06,.67,34.10,65.90,,,
President,South Carolina,19921103,N/A,FLORENCE,County,"39,003","19,802","Bush, George H.",Incumbent,"15,569","Clinton, William Jefferson",Challenger,Reform,"3,499","Perot, Ross",Challenger,133,"4,233",R,50.77,39.92,8.97,.34,55.98,44.02,,,
President,South Carolina,19921103,N/A,GEORGETOWN,County,"16,272","6,870","Bush, George H.",Incumbent,"7,494","Clinton, William Jefferson",Challenger,Reform,"1,840","Perot, Ross",Challenger,68,624,D,42.22,46.05,11.31,.42,47.83,52.17,,,
President,South Carolina,19921103,N/A,GREENVILLE ,County,"113,907","65,066","Bush, George H.",Incumbent,"34,651","Clinton, William Jefferson",Challenger,Reform,"13,699","Perot, Ross",Challenger,491,"30,415",R,57.12,30.42,12.03,.43,65.25,34.75,,,
President,South Carolina,19921103,N/A,GREENWOOD,County,"18,923","9,079","Bush, George H.",Incumbent,"7,621","Clinton, William Jefferson",Challenger,Reform,"2,101","Perot, Ross",Challenger,122,"1,458",R,47.98,40.27,11.10,.64,54.37,45.63,,,
President,South Carolina,19921103,N/A,HAMPTON,County,"7,361","2,402","Bush, George H.",Incumbent,"4,332","Clinton, William Jefferson",Challenger,Reform,564,"Perot, Ross",Challenger,63,"1,930",D,32.63,58.85,7.66,.86,35.67,64.33,,,
President,South Carolina,19921103,N/A,HORRY,County,"51,204","23,489","Bush, George H.",Incumbent,"18,896","Clinton, William Jefferson",Challenger,Reform,"8,472","Perot, Ross",Challenger,347,"4,593",R,45.87,36.90,16.55,.68,55.42,44.58,,,
President,South Carolina,19921103,N/A,JASPER,County,"5,763","1,725","Bush, George H.",Incumbent,"3,453","Clinton, William Jefferson",Challenger,Reform,549,"Perot, Ross",Challenger,36,"1,728",D,29.93,59.92,9.53,.62,33.31,66.69,,,
President,South Carolina,19921103,N/A,KERSHAW,County,"17,301","8,499","Bush, George H.",Incumbent,"6,585","Clinton, William Jefferson",Challenger,Reform,"2,150","Perot, Ross",Challenger,67,"1,914",R,49.12,38.06,12.43,.39,56.34,43.66,,,
President,South Carolina,19921103,N/A,LANCASTER,County,"18,655","7,757","Bush, George H.",Incumbent,"8,307","Clinton, William Jefferson",Challenger,Reform,"2,563","Perot, Ross",Challenger,28,550,D,41.58,44.53,13.74,.15,48.29,51.71,,,
President,South Carolina,19921103,N/A,LAURENS,County,"17,200","8,347","Bush, George H.",Incumbent,"6,638","Clinton, William Jefferson",Challenger,Reform,"2,157","Perot, Ross",Challenger,58,"1,709",R,48.53,38.59,12.54,.34,55.70,44.30,,,
President,South Carolina,19921103,N/A,LEE,County,"7,822","2,730","Bush, George H.",Incumbent,"4,454","Clinton, William Jefferson",Challenger,Reform,611,"Perot, Ross",Challenger,27,"1,724",D,34.90,56.94,7.81,.35,38.00,62.00,,,
President,South Carolina,19921103,N/A,LEXINGTON,County,"69,022","41,759","Bush, George H.",Incumbent,"18,312","Clinton, William Jefferson",Challenger,Reform,"8,652","Perot, Ross",Challenger,299,"23,447",R,60.50,26.53,12.54,.43,69.52,30.48,,,
President,South Carolina,19921103,N/A,MARION,County,"10,376","3,647","Bush, George H.",Incumbent,"5,843","Clinton, William Jefferson",Challenger,Reform,822,"Perot, Ross",Challenger,64,"2,196",D,35.15,56.31,7.92,.62,38.43,61.57,,,
President,South Carolina,19921103,N/A,MARLBORO,County,"8,570","2,526","Bush, George H.",Incumbent,"5,111","Clinton, William Jefferson",Challenger,Reform,895,"Perot, Ross",Challenger,38,"2,585",D,29.47,59.64,10.44,.44,33.08,66.92,,,
President,South Carolina,19921103,N/A,MCCORMICK,County,"3,052",899,"Bush, George H.",Incumbent,"1,846","Clinton, William Jefferson",Challenger,Reform,295,"Perot, Ross",Challenger,12,947,D,29.46,60.48,9.67,.39,32.75,67.25,,,
President,South Carolina,19921103,N/A,NEWBERRY,County,"12,329","5,980","Bush, George H.",Incumbent,"4,896","Clinton, William Jefferson",Challenger,Reform,"1,393","Perot, Ross",Challenger,60,"1,084",R,48.50,39.71,11.30,.49,54.98,45.02,,,
President,South Carolina,19921103,N/A,OCONEE,County,"20,479","10,379","Bush, George H.",Incumbent,"6,617","Clinton, William Jefferson",Challenger,Reform,"3,405","Perot, Ross",Challenger,78,"3,762",R,50.68,32.31,16.63,.38,61.07,38.93,,,
President,South Carolina,19921103,N/A,ORANGEBURG,County,"32,234","11,328","Bush, George H.",Incumbent,"18,440","Clinton, William Jefferson",Challenger,Reform,"2,383","Perot, Ross",Challenger,83,"7,112",D,35.14,57.21,7.39,.26,38.05,61.95,,,
President,South Carolina,19921103,N/A,PICKENS,County,"29,494","17,008","Bush, George H.",Incumbent,"8,275","Clinton, William Jefferson",Challenger,Reform,"4,128","Perot, Ross",Challenger,83,"8,733",R,57.67,28.06,14.00,.28,67.27,32.73,,,
President,South Carolina,19921103,N/A,RICHLAND ,County,"106,250","43,744","Bush, George H.",Incumbent,"53,648","Clinton, William Jefferson",Challenger,Reform,"7,918","Perot, Ross",Challenger,940,"9,904",D,41.17,50.49,7.45,.88,44.92,55.08,,,
President,South Carolina,19921103,N/A,SALUDA,County,"6,209","2,968","Bush, George H.",Incumbent,"2,393","Clinton, William Jefferson",Challenger,Reform,833,"Perot, Ross",Challenger,15,575,R,47.80,38.54,13.42,.24,55.36,44.64,,,
President,South Carolina,19921103,N/A,SPARTANBURG,County,"72,635","37,707","Bush, George H.",Incumbent,"25,488","Clinton, William Jefferson",Challenger,Reform,"8,900","Perot, Ross",Challenger,540,"12,219",R,51.91,35.09,12.25,.74,59.67,40.33,,,
President,South Carolina,19921103,N/A,SUMTER,County,"26,596","12,576","Bush, George H.",Incumbent,"11,852","Clinton, William Jefferson",Challenger,Reform,"2,062","Perot, Ross",Challenger,106,724,R,47.29,44.56,7.75,.40,51.48,48.52,,,
President,South Carolina,19921103,N/A,UNION,County,"10,680","4,647","Bush, George H.",Incumbent,"4,644","Clinton, William Jefferson",Challenger,Reform,"1,371","Perot, Ross",Challenger,18,3,R,43.51,43.48,12.84,.17,50.02,49.98,,,
President,South Carolina,19921103,N/A,WILLIAMSBURG,County,"14,277","5,289","Bush, George H.",Incumbent,"8,077","Clinton, William Jefferson",Challenger,Reform,864,"Perot, Ross",Challenger,47,"2,788",D,37.05,56.57,6.05,.33,39.57,60.43,,,
President,South Carolina,19921103,N/A,YORK,County,"43,694","21,297","Bush, George H.",Incumbent,"15,844","Clinton, William Jefferson",Challenger,Reform,"6,418","Perot, Ross",Challenger,135,"5,453",R,48.74,36.26,14.69,.31,57.34,42.66,,,
,
CensusPopAll,AreaAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepDemPluralityVotesAll,RepDemPluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,South Carolina,"1,202,527","577,507","479,514","138,872","6,634","97,993",R,"97,993",R,48.02,39.88,11.55,.55,54.64,45.36
,
,
,
PRESIDENT 1992
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,South Dakota,19921103,N/A,AURORA,County,"1,712",594,"Bush, George H.",Incumbent,680,"Clinton, William Jefferson",Challenger,Reform,435,"Perot, Ross",Challenger,3,86,D,34.70,39.72,25.41,.18,46.62,53.38,,,
President,South Dakota,19921103,N/A,BEADLE,County,"9,136","3,363","Bush, George H.",Incumbent,"3,925","Clinton, William Jefferson",Challenger,Reform,"1,819","Perot, Ross",Challenger,29,562,D,36.81,42.96,19.91,.32,46.14,53.86,,,
President,South Dakota,19921103,N/A,BENNETT,County,"1,197",556,"Bush, George H.",Incumbent,413,"Clinton, William Jefferson",Challenger,Reform,221,"Perot, Ross",Challenger,7,143,R,46.45,34.50,18.46,.58,57.38,42.62,,,
President,South Dakota,19921103,N/A,BON HOMME,County,"3,367","1,212","Bush, George H.",Incumbent,"1,294","Clinton, William Jefferson",Challenger,Reform,836,"Perot, Ross",Challenger,25,82,D,36.00,38.43,24.83,.74,48.36,51.64,,,
President,South Dakota,19921103,N/A,BROOKINGS,County,"12,002","4,698","Bush, George H.",Incumbent,"4,645","Clinton, William Jefferson",Challenger,Reform,"2,614","Perot, Ross",Challenger,45,53,R,39.14,38.70,21.78,.37,50.28,49.72,,,
President,South Dakota,19921103,N/A,BROWN,County,"18,047","6,665","Bush, George H.",Incumbent,"7,521","Clinton, William Jefferson",Challenger,Reform,"3,812","Perot, Ross",Challenger,49,856,D,36.93,41.67,21.12,.27,46.98,53.02,,,
President,South Dakota,19921103,N/A,BRULE,County,"2,676",908,"Bush, George H.",Incumbent,"1,060","Clinton, William Jefferson",Challenger,Reform,687,"Perot, Ross",Challenger,21,152,D,33.93,39.61,25.67,.78,46.14,53.86,,,
President,South Dakota,19921103,N/A,BUFFALO,County,496,137,"Bush, George H.",Incumbent,282,"Clinton, William Jefferson",Challenger,Reform,72,"Perot, Ross",Challenger,5,145,D,27.62,56.85,14.52,1.01,32.70,67.30,,,
President,South Dakota,19921103,N/A,BUTTE,County,"3,700","1,674","Bush, George H.",Incumbent,973,"Clinton, William Jefferson",Challenger,Reform,"1,039","Perot, Ross",Challenger,14,635,R,45.24,26.30,28.08,.38,63.24,36.76,,,
President,South Dakota,19921103,N/A,CAMPBELL,County,"1,053",574,"Bush, George H.",Incumbent,222,"Clinton, William Jefferson",Challenger,Reform,252,"Perot, Ross",Challenger,5,322,R,54.51,21.08,23.93,.47,72.11,27.89,,,
President,South Dakota,19921103,N/A,CHARLES MIX,County,"4,099","1,570","Bush, George H.",Incumbent,"1,639","Clinton, William Jefferson",Challenger,Reform,886,"Perot, Ross",Challenger,4,69,D,38.30,39.99,21.62,.10,48.92,51.08,,,
President,South Dakota,19921103,N/A,CLARK,County,"2,375",803,"Bush, George H.",Incumbent,799,"Clinton, William Jefferson",Challenger,Reform,761,"Perot, Ross",Challenger,12,4,R,33.81,33.64,32.04,.51,50.12,49.88,,,
